from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.69848480984038,136695.265625,OK
1,13,210.10764773832406,312461.84375,OK
1,17,252.02438661765794,412094.53125,OK
9,13,25.97056274847396,47306.35546875,OK
9,17,61.62741699796672,107534.8125,OK
13,17,104.15432893255465,167479.34375,OK
17,24,32.07106781186833,65249.875,OK
18,24,9.41421356237589,28209.982421875,OK
18,28,153.485281374241,361022.03125,OK
18,33,117.98275605729711,257302.640625,OK
24,28,21.00000000000093,46073.515625,OK
24,33,39.69848480983456,84652.015625,OK
24,38,104.72792206136009,221775.84375,OK
26,27,107.9827560573046,212940.65625,OK
26,31,23.485281374242952,53889.33203125,OK
26,32,117.56854249492555,283196.6875,OK
27,30,206.35533905933,458417.96875,OK
27,31,309.63961030678183,689636.0625,OK
27,32,439.99494936611364,979339.625,OK
27,41,158.1959594928943,316062.8125,OK
28,33,22.656854249499396,50239.43359375,OK
28,38,35.556349186098664,84284.3125,OK
30,36,30.99999999999907,82714.46875,OK
30,40,136.68124086712865,313155.21875,OK
30,41,171.66399692443326,414501.53125,OK
31,32,64.31370849897533,138022.359375,OK
33,38,39.69848480983016,88165.46875,OK
36,40,63.84062043356528,163994.796875,OK
36,41,145.88225099391272,352753.1875,OK
36,43,113.81118318204135,322307.125,OK
38,40,25.556349186110793,53116.3203125,OK
38,42,29.698484809835655,76911.390625,OK
40,42,21.41421356237139,56547.27734375,OK
40,43,131.22539674441774,370314.59375,OK
40,45,142.16652224136718,359335.84375,OK
41,43,96.85281374238225,279079.96875,OK
41,45,162.4091629284893,434402.40625,OK
42,50,51.828427124746625,143312.9375,OK
43,45,25.55634918610486,90378.0390625,OK
43,49,147.48528137424105,388744.25,OK
45,49,111.798989873224,309863.5,OK
45,50,271.0487732352799,703223.375,OK
45,53,271.74011537018873,770042.6875,OK
49,53,125.55634918611042,379297.9375,OK
50,53,259.90663761155537,789071.0,OK
