from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.87005768509856,127306.2734375,OK
1,13,238.03657992644844,286029.5,OK
1,17,237.59797974645167,338966.1875,OK
9,13,26.798989873218513,45026.28125,OK
9,17,57.6568542494904,84861.3515625,OK
13,17,98.01219330881803,140028.5625,OK
17,24,32.24264068711781,48874.27734375,OK
18,24,9.41421356237589,22486.9609375,OK
18,28,153.4852813742377,217480.453125,OK
18,33,117.98275605729712,160951.328125,OK
24,28,21.00000000000093,26528.296875,OK
24,33,39.69848480983566,51981.953125,OK
24,38,105.14213562373195,138627.421875,OK
26,27,110.52691193458296,197213.125,OK
26,31,24.31370849898871,42383.390625,OK
26,32,117.98275605729711,235845.765625,OK
27,30,204.28427124746767,287496.875,OK
27,31,318.7523086789894,609554.625,OK
27,32,449.6934341759451,860226.25,OK
27,41,159.02438661763995,270481.0625,OK
28,33,21.00000000000745,30390.28125,OK
28,38,35.5563491860973,57104.140625,OK
30,36,30.99999999999907,38572.0703125,OK
30,40,136.26702730475913,176541.5625,OK
30,41,169.90663761155037,242898.3125,OK
31,32,64.72792206135018,112689.15625,OK
33,38,39.698484809829885,57206.9453125,OK
36,40,63.8406204335642,88038.5859375,OK
36,41,148.78174593052134,209646.8125,OK
36,43,109.66904755831331,222990.359375,OK
38,40,25.556349186111063,36512.16796875,OK
38,42,29.698484809835655,44796.6484375,OK
40,42,21.82842712474449,46398.62109375,OK
40,43,134.1959594928896,246342.0625,OK
40,45,136.89444430272664,246433.328125,OK
41,43,119.95331880576724,242343.125,OK
41,45,190.58073580373778,394107.625,OK
42,50,51.828427124745254,76279.5703125,OK
43,45,32.3847763108446,64412.328125,OK
43,49,151.2132034355939,291321.5625,OK
45,49,111.79898987322316,218927.359375,OK
45,50,275.7350647362939,412967.5625,OK
45,53,284.9949493661209,623806.125,OK
49,53,125.14213562373783,342377.90625,OK
50,53,275.19090885901545,585046.125,OK
