from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.87005768509692,142855.734375,OK
1,13,209.2792206135827,312257.5,OK
1,17,237.18376618407996,349434.375,OK
9,13,26.798989873218513,46013.93359375,OK
9,17,57.6568542494904,82727.2734375,OK
13,17,98.01219330881801,136366.59375,OK
17,24,31.41421356237216,48983.1953125,OK
18,24,9.41421356237589,23560.740234375,OK
18,28,158.45584412271197,228735.421875,OK
18,33,117.98275605729823,167284.125,OK
24,28,21.00000000000093,27270.27734375,OK
24,33,39.698484809833474,54467.83203125,OK
24,38,105.14213562372896,149116.859375,OK
26,27,109.69848480983347,200911.09375,OK
26,31,24.31370849898871,43574.20703125,OK
26,32,117.98275605729711,242604.203125,OK
27,30,205.5269119345871,298618.9375,OK
27,31,322.65180361560397,620835.75,OK
27,32,449.6934341759406,874073.0625,OK
27,41,158.19595949289348,275377.8125,OK
28,33,21.00000000000745,29762.53125,OK
28,38,38.04163056034142,60644.140625,OK
30,36,30.99999999999907,42104.5703125,OK
30,40,136.26702730475722,188904.921875,OK
30,41,169.9066376115501,245939.9375,OK
31,32,64.72792206135018,114381.8515625,OK
33,38,39.69848480982853,61564.515625,OK
36,40,63.8406204335631,94639.75,OK
36,41,149.1959594928918,214000.96875,OK
36,43,114.22539674441454,228851.90625,OK
38,40,25.55634918611079,40615.37890625,OK
38,42,29.698484809835655,45521.75390625,OK
40,42,21.82842712474449,47184.3671875,OK
40,43,135.02438661763796,253047.015625,OK
40,45,139.2375900532335,258287.421875,OK
41,43,119.95331880576833,242943.484375,OK
41,45,148.6934341759484,382776.90625,OK
42,50,51.828427124744984,79146.6328125,OK
43,45,32.97056274847151,61452.13671875,OK
43,49,151.21320343559256,287381.9375,OK
45,49,111.79898987322427,219427.28125,OK
45,50,276.7350647362926,428021.71875,OK
45,53,287.4802307403534,632096.5,OK
49,53,125.55634918610959,344544.15625,OK
50,53,277.705627484775,586001.0,OK
