from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.6984848098409,134277.71875,OK
1,13,209.52186130069634,303108.875,OK
1,17,243.3969696196732,373830.21875,OK
9,13,26.38477631084542,46481.77734375,OK
9,17,56.65685424949857,94059.4453125,OK
13,17,101.32590180780845,154541.0,OK
17,24,32.07106781186833,56723.33203125,OK
18,24,9.41421356237589,24805.3671875,OK
18,28,153.4852813742377,266926.75,OK
18,33,117.98275605729712,193603.90625,OK
24,28,21.00000000000093,33950.2734375,OK
24,33,39.69848480983566,62942.08984375,OK
24,38,104.72792206135956,168877.484375,OK
26,27,108.56854249492929,204681.828125,OK
26,31,24.313708498989804,47066.75390625,OK
26,32,117.98275605729711,258412.015625,OK
27,30,207.1837661840775,353625.34375,OK
27,31,317.9238815542363,644522.0,OK
27,32,443.30865786508275,915499.9375,OK
27,41,159.02438661764157,283881.625,OK
28,33,22.656854249499396,37535.6171875,OK
28,38,35.556349186098664,68052.3671875,OK
30,36,30.99999999999907,56857.703125,OK
30,40,136.68124086712865,227381.0,OK
30,41,169.9066376115501,309789.125,OK
31,32,64.72792206135018,123799.609375,OK
33,38,39.69848480982989,67194.828125,OK
36,40,63.84062043356528,118513.6015625,OK
36,41,147.9533188057762,268134.40625,OK
36,43,113.39696961966987,263504.46875,OK
38,40,25.556349186110793,41868.34375,OK
38,42,29.698484809835655,56593.78515625,OK
40,42,21.41421356237139,49848.08984375,OK
40,43,132.53910524340048,297846.21875,OK
40,45,137.48023074035575,286591.5625,OK
41,43,93.29646455628384,269723.9375,OK
41,45,148.10764773832452,411539.5,OK
42,50,51.828427124746625,98952.328125,OK
43,45,25.55634918610459,76188.078125,OK
43,49,149.97056274847273,337373.5,OK
45,49,111.79898987322397,256926.375,OK
45,50,275.9066376115471,512509.125,OK
45,53,267.5979797464472,688632.8125,OK
49,53,125.55634918611068,359771.9375,OK
50,53,260.4924240491822,666005.375,OK
