from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.28427124746865,137451.109375,OK
1,13,208.693434175954,329900.25,OK
1,17,242.98275605729884,402859.1875,OK
9,13,25.556349186105138,55222.8203125,OK
9,17,56.242640687126574,114730.984375,OK
13,17,98.4264068711911,198266.34375,OK
17,24,32.07106781186833,72904.75,OK
18,24,9.41421356237589,26389.7890625,OK
18,28,157.21320343560012,334400.78125,OK
18,33,117.98275605729933,246251.53125,OK
24,28,21.00000000000093,46194.93359375,OK
24,33,39.69848480983784,83968.5234375,OK
24,38,105.14213562373084,233369.09375,OK
26,27,109.22539674442561,250897.4375,OK
26,31,23.485281374241865,57718.90625,OK
26,32,118.56854249492555,310484.375,OK
27,30,208.01219330882807,496150.6875,OK
27,31,315.85281374239014,771768.0,OK
27,32,446.62236636409295,1066238.125,OK
27,41,158.19595949289484,372564.3125,OK
28,33,21.00000000000745,48775.3125,OK
28,38,35.556349186098394,87840.3125,OK
30,36,30.99999999999907,70105.46875,OK
30,40,136.26702730475833,334977.6875,OK
30,41,169.90663761155037,423485.125,OK
31,32,64.31370849897533,147426.484375,OK
33,38,41.00000000000186,86136.5390625,OK
36,40,63.84062043356747,166597.875,OK
36,41,145.8822509939075,367002.0,OK
36,43,108.8406204335674,327013.0625,OK
38,40,25.556349186109426,67551.140625,OK
38,42,29.698484809835655,70738.3515625,OK
40,42,21.41421356237139,66887.21875,OK
40,43,132.53910524339506,374730.6875,OK
40,45,136.30865786509838,385274.78125,OK
41,43,93.88225099391182,290391.1875,OK
41,45,147.5218613006976,450917.0,OK
42,50,52.24264068711808,135379.578125,OK
43,45,25.556349186104864,84801.296875,OK
43,49,147.89949493661098,402578.78125,OK
45,49,111.79898987322453,308655.3125,OK
45,50,271.80613254815677,704727.25,OK
45,53,267.597979746445,765516.125,OK
49,53,125.5563491861036,375126.875,OK
50,53,259.90663761154985,737891.4375,OK
