source,output,positive_p95,minimum_resistance,maximum_resistance
C:\cheetah\gdb\cheetah_working.gdb\built_2024_aligned_1km,C:\cheetah\gdb\cheetah_working.gdb\pressure_built_1_10,3160.0,1,10
