from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.87005768509692,158327.90625,OK
1,13,209.27922061358106,338084.84375,OK
1,17,236.7695526217055,384297.09375,OK
9,13,26.38477631084542,46948.2734375,OK
9,17,57.6568542494904,88126.4453125,OK
13,17,98.01219330881474,142264.71875,OK
17,24,31.414213562371888,53994.23828125,OK
18,24,9.41421356237589,25957.55859375,OK
18,28,163.42640687118956,283829.09375,OK
18,33,117.98275605730149,205155.578125,OK
24,28,21.00000000000093,32787.66796875,OK
24,33,39.69848480983675,67720.0546875,OK
24,38,104.72792206135874,182069.453125,OK
26,27,108.56854249492822,212299.09375,OK
26,31,24.31370849898871,47166.49609375,OK
26,32,117.98275605729712,253825.09375,OK
27,30,205.5269119345884,348807.28125,OK
27,31,317.92388155424396,650322.0,OK
27,32,444.1370849898333,915810.0,OK
27,41,158.19595949289376,299371.03125,OK
28,33,21.00000000000745,36027.02734375,OK
28,38,37.62741699796832,70561.0625,OK
30,36,30.99999999999907,53208.203125,OK
30,40,139.8528137423812,234620.0,OK
30,41,170.49242404917618,286854.6875,OK
31,32,64.72792206134909,120290.890625,OK
33,38,39.69848480982907,76249.4296875,OK
36,40,63.8406204335631,119231.4375,OK
36,41,149.610173055266,248247.453125,OK
36,43,114.22539674441454,255532.96875,OK
38,40,25.55634918611079,50401.171875,OK
38,42,30.28427124746256,54335.640625,OK
40,42,21.828427124744216,51967.28515625,OK
40,43,135.02438661763907,289662.8125,OK
40,45,143.92388155424788,300501.8125,OK
41,43,119.36753236814141,258710.109375,OK
41,45,148.1076477383215,390901.65625,OK
42,50,51.828427124744984,103699.78125,OK
43,45,25.5563491861035,65647.234375,OK
43,49,151.2132034355953,306567.78125,OK
45,49,112.21320343559763,237444.71875,OK
45,50,276.7350647362904,539999.875,OK
45,53,267.59797974644584,665692.75,OK
49,53,124.72792206136367,350951.3125,OK
50,53,260.49242404918544,637808.6875,OK
