row,column,easting_m,northing_m,center_classification_evidence
93,2024,581089.81329282,-1837596.102480766,mixed_or_disagreeing
96,2027,584089.81329282,-1840596.102480766,mixed_or_disagreeing
97,2036,593089.81329282,-1841596.102480766,water_agreement_all_years
97,2037,594089.81329282,-1841596.102480766,water_agreement_all_years
97,2038,595089.81329282,-1841596.102480766,water_agreement_all_years
97,2039,596089.81329282,-1841596.102480766,water_agreement_all_years
97,2040,597089.81329282,-1841596.102480766,water_agreement_all_years
98,2044,601089.81329282,-1842596.102480766,water_agreement_all_years
100,2041,598089.81329282,-1844596.102480766,water_agreement_all_years
101,2035,592089.81329282,-1845596.102480766,water_agreement_all_years
102,2044,601089.81329282,-1846596.102480766,water_agreement_all_years
103,1904,461089.81329282,-1847596.102480766,mixed_or_disagreeing
197,1822,379089.81329282,-1941596.102480766,mixed_or_disagreeing
198,1810,367089.81329282,-1942596.102480766,water_agreement_all_years
199,1809,366089.81329282,-1943596.102480766,mixed_or_disagreeing
199,1810,367089.81329282,-1943596.102480766,water_agreement_all_years
199,1811,368089.81329282,-1943596.102480766,water_agreement_all_years
199,1812,369089.81329282,-1943596.102480766,mixed_or_disagreeing
201,1782,339089.81329282,-1945596.102480766,mixed_or_disagreeing
201,1787,344089.81329282,-1945596.102480766,mixed_or_disagreeing
201,1788,345089.81329282,-1945596.102480766,mixed_or_disagreeing
201,1798,355089.81329282,-1945596.102480766,mixed_or_disagreeing
201,1799,356089.81329282,-1945596.102480766,mixed_or_disagreeing
201,1809,366089.81329282,-1945596.102480766,mixed_or_disagreeing
201,1810,367089.81329282,-1945596.102480766,water_agreement_all_years
201,1836,393089.81329282,-1945596.102480766,water_agreement_all_years
203,1783,340089.81329282,-1947596.102480766,mixed_or_disagreeing
203,1819,376089.81329282,-1947596.102480766,water_agreement_all_years
203,1820,377089.81329282,-1947596.102480766,water_agreement_all_years
203,1821,378089.81329282,-1947596.102480766,water_agreement_all_years
203,1822,379089.81329282,-1947596.102480766,water_agreement_all_years
203,1842,399089.81329282,-1947596.102480766,mixed_or_disagreeing
203,1846,403089.81329282,-1947596.102480766,mixed_or_disagreeing
204,1795,352089.81329282,-1948596.102480766,mixed_or_disagreeing
204,1796,353089.81329282,-1948596.102480766,water_agreement_all_years
204,1804,361089.81329282,-1948596.102480766,mixed_or_disagreeing
204,1821,378089.81329282,-1948596.102480766,mixed_or_disagreeing
204,1822,379089.81329282,-1948596.102480766,land_agreement_all_years
205,1786,343089.81329282,-1949596.102480766,water_agreement_all_years
205,1819,376089.81329282,-1949596.102480766,water_agreement_all_years
205,1820,377089.81329282,-1949596.102480766,water_agreement_all_years
205,1821,378089.81329282,-1949596.102480766,water_agreement_all_years
206,1799,356089.81329282,-1950596.102480766,mixed_or_disagreeing
206,1800,357089.81329282,-1950596.102480766,mixed_or_disagreeing
206,1834,391089.81329282,-1950596.102480766,mixed_or_disagreeing
206,1835,392089.81329282,-1950596.102480766,water_agreement_all_years
206,1847,404089.81329282,-1950596.102480766,water_agreement_all_years
206,1848,405089.81329282,-1950596.102480766,mixed_or_disagreeing
207,1798,355089.81329282,-1951596.102480766,water_agreement_all_years
208,1781,338089.81329282,-1952596.102480766,mixed_or_disagreeing
208,1782,339089.81329282,-1952596.102480766,mixed_or_disagreeing
208,1791,348089.81329282,-1952596.102480766,water_agreement_all_years
208,1792,349089.81329282,-1952596.102480766,mixed_or_disagreeing
208,1793,350089.81329282,-1952596.102480766,water_agreement_all_years
208,1798,355089.81329282,-1952596.102480766,water_agreement_all_years
209,1780,337089.81329282,-1953596.102480766,mixed_or_disagreeing
211,1847,404089.81329282,-1955596.102480766,water_agreement_all_years
211,1849,406089.81329282,-1955596.102480766,mixed_or_disagreeing
211,1850,407089.81329282,-1955596.102480766,water_agreement_all_years
211,1851,408089.81329282,-1955596.102480766,mixed_or_disagreeing
211,1855,412089.81329282,-1955596.102480766,mixed_or_disagreeing
213,1769,326089.81329282,-1957596.102480766,mixed_or_disagreeing
213,1778,335089.81329282,-1957596.102480766,water_agreement_all_years
213,1822,379089.81329282,-1957596.102480766,land_agreement_all_years
213,1823,380089.81329282,-1957596.102480766,mixed_or_disagreeing
215,1775,332089.81329282,-1959596.102480766,mixed_or_disagreeing
217,1841,398089.81329282,-1961596.102480766,mixed_or_disagreeing
218,1773,330089.81329282,-1962596.102480766,water_agreement_all_years
219,1771,328089.81329282,-1963596.102480766,water_agreement_all_years
219,1843,400089.81329282,-1963596.102480766,mixed_or_disagreeing
222,1765,322089.81329282,-1966596.102480766,water_agreement_all_years
222,1820,377089.81329282,-1966596.102480766,mixed_or_disagreeing
223,1807,364089.81329282,-1967596.102480766,mixed_or_disagreeing
223,1813,370089.81329282,-1967596.102480766,mixed_or_disagreeing
223,1814,371089.81329282,-1967596.102480766,mixed_or_disagreeing
223,1821,378089.81329282,-1967596.102480766,mixed_or_disagreeing
223,1842,399089.81329282,-1967596.102480766,mixed_or_disagreeing
224,1764,321089.81329282,-1968596.102480766,mixed_or_disagreeing
224,1765,322089.81329282,-1968596.102480766,water_agreement_all_years
224,1813,370089.81329282,-1968596.102480766,mixed_or_disagreeing
224,1822,379089.81329282,-1968596.102480766,mixed_or_disagreeing
225,1760,317089.81329282,-1969596.102480766,water_agreement_all_years
225,1761,318089.81329282,-1969596.102480766,water_agreement_all_years
225,1764,321089.81329282,-1969596.102480766,land_agreement_all_years
225,1765,322089.81329282,-1969596.102480766,water_agreement_all_years
225,1811,368089.81329282,-1969596.102480766,mixed_or_disagreeing
225,1821,378089.81329282,-1969596.102480766,mixed_or_disagreeing
226,1819,376089.81329282,-1970596.102480766,mixed_or_disagreeing
226,1820,377089.81329282,-1970596.102480766,mixed_or_disagreeing
227,1789,346089.81329282,-1971596.102480766,mixed_or_disagreeing
227,1800,357089.81329282,-1971596.102480766,water_agreement_all_years
227,1802,359089.81329282,-1971596.102480766,mixed_or_disagreeing
227,1803,360089.81329282,-1971596.102480766,mixed_or_disagreeing
227,1805,362089.81329282,-1971596.102480766,mixed_or_disagreeing
227,1819,376089.81329282,-1971596.102480766,mixed_or_disagreeing
227,1841,398089.81329282,-1971596.102480766,mixed_or_disagreeing
228,1755,312089.81329282,-1972596.102480766,mixed_or_disagreeing
228,1767,324089.81329282,-1972596.102480766,water_agreement_all_years
228,1768,325089.81329282,-1972596.102480766,water_agreement_all_years
229,1758,315089.81329282,-1973596.102480766,mixed_or_disagreeing
229,1767,324089.81329282,-1973596.102480766,mixed_or_disagreeing
229,1768,325089.81329282,-1973596.102480766,mixed_or_disagreeing
229,1800,357089.81329282,-1973596.102480766,mixed_or_disagreeing
230,1762,319089.81329282,-1974596.102480766,water_agreement_all_years
230,1763,320089.81329282,-1974596.102480766,water_agreement_all_years
230,1779,336089.81329282,-1974596.102480766,water_agreement_all_years
230,1781,338089.81329282,-1974596.102480766,water_agreement_all_years
230,1782,339089.81329282,-1974596.102480766,water_agreement_all_years
230,1800,357089.81329282,-1974596.102480766,mixed_or_disagreeing
230,1823,380089.81329282,-1974596.102480766,mixed_or_disagreeing
231,1758,315089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1760,317089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1775,332089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1776,333089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1779,336089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1780,337089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1781,338089.81329282,-1975596.102480766,land_agreement_all_years
231,1782,339089.81329282,-1975596.102480766,mixed_or_disagreeing
231,1824,381089.81329282,-1975596.102480766,mixed_or_disagreeing
232,1771,328089.81329282,-1976596.102480766,water_agreement_all_years
232,1772,329089.81329282,-1976596.102480766,water_agreement_all_years
232,1773,330089.81329282,-1976596.102480766,water_agreement_all_years
232,1785,342089.81329282,-1976596.102480766,mixed_or_disagreeing
232,1798,355089.81329282,-1976596.102480766,mixed_or_disagreeing
232,1825,382089.81329282,-1976596.102480766,mixed_or_disagreeing
232,1826,383089.81329282,-1976596.102480766,water_agreement_all_years
232,1827,384089.81329282,-1976596.102480766,water_agreement_all_years
233,1739,296089.81329282,-1977596.102480766,mixed_or_disagreeing
233,1742,299089.81329282,-1977596.102480766,water_agreement_all_years
233,1771,328089.81329282,-1977596.102480766,water_agreement_all_years
233,1778,335089.81329282,-1977596.102480766,water_agreement_all_years
233,1779,336089.81329282,-1977596.102480766,water_agreement_all_years
234,1735,292089.81329282,-1978596.102480766,mixed_or_disagreeing
234,1739,296089.81329282,-1978596.102480766,mixed_or_disagreeing
234,1768,325089.81329282,-1978596.102480766,water_agreement_all_years
234,1791,348089.81329282,-1978596.102480766,water_agreement_all_years
235,1735,292089.81329282,-1979596.102480766,mixed_or_disagreeing
235,1736,293089.81329282,-1979596.102480766,mixed_or_disagreeing
235,1737,294089.81329282,-1979596.102480766,water_agreement_all_years
235,1793,350089.81329282,-1979596.102480766,mixed_or_disagreeing
235,1794,351089.81329282,-1979596.102480766,mixed_or_disagreeing
235,1795,352089.81329282,-1979596.102480766,water_agreement_all_years
236,1735,292089.81329282,-1980596.102480766,mixed_or_disagreeing
237,1729,286089.81329282,-1981596.102480766,mixed_or_disagreeing
238,1730,287089.81329282,-1982596.102480766,water_agreement_all_years
238,1731,288089.81329282,-1982596.102480766,water_agreement_all_years
238,1745,302089.81329282,-1982596.102480766,water_agreement_all_years
238,1799,356089.81329282,-1982596.102480766,mixed_or_disagreeing
243,1760,317089.81329282,-1987596.102480766,water_agreement_all_years
244,1763,320089.81329282,-1988596.102480766,mixed_or_disagreeing
247,1760,317089.81329282,-1991596.102480766,mixed_or_disagreeing
247,1761,318089.81329282,-1991596.102480766,mixed_or_disagreeing
248,1719,276089.81329282,-1992596.102480766,mixed_or_disagreeing
248,1721,278089.81329282,-1992596.102480766,mixed_or_disagreeing
248,1722,279089.81329282,-1992596.102480766,mixed_or_disagreeing
248,1759,316089.81329282,-1992596.102480766,mixed_or_disagreeing
249,1719,276089.81329282,-1993596.102480766,mixed_or_disagreeing
249,1723,280089.81329282,-1993596.102480766,mixed_or_disagreeing
249,1759,316089.81329282,-1993596.102480766,mixed_or_disagreeing
250,1723,280089.81329282,-1994596.102480766,mixed_or_disagreeing
250,1759,316089.81329282,-1994596.102480766,mixed_or_disagreeing
253,1722,279089.81329282,-1997596.102480766,mixed_or_disagreeing
257,1748,305089.81329282,-2001596.102480766,mixed_or_disagreeing
257,1749,306089.81329282,-2001596.102480766,mixed_or_disagreeing
257,1760,317089.81329282,-2001596.102480766,water_agreement_all_years
258,1753,310089.81329282,-2002596.102480766,mixed_or_disagreeing
258,1759,316089.81329282,-2002596.102480766,mixed_or_disagreeing
259,1714,271089.81329282,-2003596.102480766,mixed_or_disagreeing
260,1713,270089.81329282,-2004596.102480766,mixed_or_disagreeing
260,1714,271089.81329282,-2004596.102480766,mixed_or_disagreeing
261,1716,273089.81329282,-2005596.102480766,mixed_or_disagreeing
261,1756,313089.81329282,-2005596.102480766,mixed_or_disagreeing
262,1756,313089.81329282,-2006596.102480766,mixed_or_disagreeing
264,1709,266089.81329282,-2008596.102480766,mixed_or_disagreeing
264,1717,274089.81329282,-2008596.102480766,mixed_or_disagreeing
265,1741,298089.81329282,-2009596.102480766,mixed_or_disagreeing
267,1707,264089.81329282,-2011596.102480766,mixed_or_disagreeing
267,1715,272089.81329282,-2011596.102480766,mixed_or_disagreeing
268,1710,267089.81329282,-2012596.102480766,mixed_or_disagreeing
268,1733,290089.81329282,-2012596.102480766,water_agreement_all_years
269,1705,262089.81329282,-2013596.102480766,mixed_or_disagreeing
269,1713,270089.81329282,-2013596.102480766,water_agreement_all_years
270,1711,268089.81329282,-2014596.102480766,water_agreement_all_years
272,1706,263089.81329282,-2016596.102480766,water_agreement_all_years
275,1703,260089.81329282,-2019596.102480766,mixed_or_disagreeing
275,1719,276089.81329282,-2019596.102480766,water_agreement_all_years
276,1703,260089.81329282,-2020596.102480766,mixed_or_disagreeing
276,1719,276089.81329282,-2020596.102480766,land_agreement_all_years
277,1703,260089.81329282,-2021596.102480766,mixed_or_disagreeing
277,1708,265089.81329282,-2021596.102480766,water_agreement_all_years
277,1709,266089.81329282,-2021596.102480766,water_agreement_all_years
278,1708,265089.81329282,-2022596.102480766,land_agreement_all_years
278,1709,266089.81329282,-2022596.102480766,water_agreement_all_years
278,1710,267089.81329282,-2022596.102480766,water_agreement_all_years
278,1711,268089.81329282,-2022596.102480766,water_agreement_all_years
279,1705,262089.81329282,-2023596.102480766,mixed_or_disagreeing
279,1706,263089.81329282,-2023596.102480766,water_agreement_all_years
279,1708,265089.81329282,-2023596.102480766,water_agreement_all_years
279,1709,266089.81329282,-2023596.102480766,water_agreement_all_years
280,1703,260089.81329282,-2024596.102480766,mixed_or_disagreeing
280,1704,261089.81329282,-2024596.102480766,water_agreement_all_years
283,1699,256089.81329282,-2027596.102480766,mixed_or_disagreeing
283,1717,274089.81329282,-2027596.102480766,water_agreement_all_years
284,1698,255089.81329282,-2028596.102480766,water_agreement_all_years
286,1694,251089.81329282,-2030596.102480766,mixed_or_disagreeing
286,1712,269089.81329282,-2030596.102480766,water_agreement_all_years
286,1713,270089.81329282,-2030596.102480766,water_agreement_all_years
288,1711,268089.81329282,-2032596.102480766,mixed_or_disagreeing
290,1710,267089.81329282,-2034596.102480766,water_agreement_all_years
291,1714,271089.81329282,-2035596.102480766,water_agreement_all_years
294,1702,259089.81329282,-2038596.102480766,mixed_or_disagreeing
295,1701,258089.81329282,-2039596.102480766,water_agreement_all_years
295,1702,259089.81329282,-2039596.102480766,mixed_or_disagreeing
297,1701,258089.81329282,-2041596.102480766,water_agreement_all_years
298,1696,253089.81329282,-2042596.102480766,water_agreement_all_years
298,1697,254089.81329282,-2042596.102480766,water_agreement_all_years
298,1700,257089.81329282,-2042596.102480766,water_agreement_all_years
299,1693,250089.81329282,-2043596.102480766,water_agreement_all_years
300,1695,252089.81329282,-2044596.102480766,mixed_or_disagreeing
301,1694,251089.81329282,-2045596.102480766,water_agreement_all_years
301,1705,262089.81329282,-2045596.102480766,mixed_or_disagreeing
302,1690,247089.81329282,-2046596.102480766,mixed_or_disagreeing
303,1689,246089.81329282,-2047596.102480766,mixed_or_disagreeing
303,1706,263089.81329282,-2047596.102480766,water_agreement_all_years
304,1689,246089.81329282,-2048596.102480766,mixed_or_disagreeing
304,1690,247089.81329282,-2048596.102480766,mixed_or_disagreeing
304,1692,249089.81329282,-2048596.102480766,mixed_or_disagreeing
305,1690,247089.81329282,-2049596.102480766,mixed_or_disagreeing
305,1691,248089.81329282,-2049596.102480766,land_agreement_all_years
309,1688,245089.81329282,-2053596.102480766,water_agreement_all_years
311,1694,251089.81329282,-2055596.102480766,water_agreement_all_years
311,1699,256089.81329282,-2055596.102480766,water_agreement_all_years
311,1701,258089.81329282,-2055596.102480766,mixed_or_disagreeing
312,1694,251089.81329282,-2056596.102480766,land_agreement_all_years
315,1685,242089.81329282,-2059596.102480766,mixed_or_disagreeing
315,1693,250089.81329282,-2059596.102480766,water_agreement_all_years
316,1685,242089.81329282,-2060596.102480766,water_agreement_all_years
319,1681,238089.81329282,-2063596.102480766,water_agreement_all_years
321,1680,237089.81329282,-2065596.102480766,water_agreement_all_years
322,1680,237089.81329282,-2066596.102480766,mixed_or_disagreeing
323,1677,234089.81329282,-2067596.102480766,water_agreement_all_years
323,1678,235089.81329282,-2067596.102480766,water_agreement_all_years
324,1674,231089.81329282,-2068596.102480766,mixed_or_disagreeing
324,1675,232089.81329282,-2068596.102480766,water_agreement_all_years
327,1679,236089.81329282,-2071596.102480766,water_agreement_all_years
327,1680,237089.81329282,-2071596.102480766,water_agreement_all_years
331,1668,225089.81329282,-2075596.102480766,mixed_or_disagreeing
332,1667,224089.81329282,-2076596.102480766,mixed_or_disagreeing
333,1667,224089.81329282,-2077596.102480766,water_agreement_all_years
341,1669,226089.81329282,-2085596.102480766,water_agreement_all_years
342,1661,218089.81329282,-2086596.102480766,water_agreement_all_years
342,1669,226089.81329282,-2086596.102480766,mixed_or_disagreeing
344,1665,222089.81329282,-2088596.102480766,water_agreement_all_years
349,1664,221089.81329282,-2093596.102480766,water_agreement_all_years
350,1663,220089.81329282,-2094596.102480766,water_agreement_all_years
350,1664,221089.81329282,-2094596.102480766,water_agreement_all_years
351,1661,218089.81329282,-2095596.102480766,water_agreement_all_years
352,1663,220089.81329282,-2096596.102480766,water_agreement_all_years
352,1664,221089.81329282,-2096596.102480766,mixed_or_disagreeing
353,1662,219089.81329282,-2097596.102480766,water_agreement_all_years
356,1656,213089.81329282,-2100596.102480766,mixed_or_disagreeing
358,2039,596089.81329282,-2102596.102480766,water_agreement_all_years
363,1655,212089.81329282,-2107596.102480766,mixed_or_disagreeing
384,497,-945910.18670718,-2128596.102480766,land_agreement_all_years
385,496,-946910.18670718,-2129596.102480766,land_agreement_all_years
385,497,-945910.18670718,-2129596.102480766,mixed_or_disagreeing
386,496,-946910.18670718,-2130596.102480766,land_agreement_all_years
386,497,-945910.18670718,-2130596.102480766,mixed_or_disagreeing
386,498,-944910.18670718,-2130596.102480766,mixed_or_disagreeing
447,463,-979910.18670718,-2191596.102480766,land_agreement_all_years
447,521,-921910.18670718,-2191596.102480766,mixed_or_disagreeing
450,476,-966910.18670718,-2194596.102480766,land_agreement_all_years
451,476,-966910.18670718,-2195596.102480766,water_agreement_all_years
453,475,-967910.18670718,-2197596.102480766,land_agreement_all_years
480,507,-935910.18670718,-2224596.102480766,land_agreement_all_years
481,507,-935910.18670718,-2225596.102480766,land_agreement_all_years
482,507,-935910.18670718,-2226596.102480766,mixed_or_disagreeing
483,507,-935910.18670718,-2227596.102480766,land_agreement_all_years
484,507,-935910.18670718,-2228596.102480766,land_agreement_all_years
484,1981,538089.81329282,-2228596.102480766,mixed_or_disagreeing
487,1984,541089.81329282,-2231596.102480766,mixed_or_disagreeing
490,512,-930910.18670718,-2234596.102480766,mixed_or_disagreeing
492,513,-929910.18670718,-2236596.102480766,mixed_or_disagreeing
493,513,-929910.18670718,-2237596.102480766,mixed_or_disagreeing
500,2266,823089.81329282,-2244596.102480766,mixed_or_disagreeing
500,2267,824089.81329282,-2244596.102480766,mixed_or_disagreeing
590,2007,564089.81329282,-2334596.102480766,mixed_or_disagreeing
609,1418,-24910.186707179993,-2353596.102480766,mixed_or_disagreeing
609,1419,-23910.186707179993,-2353596.102480766,mixed_or_disagreeing
610,1418,-24910.186707179993,-2354596.102480766,mixed_or_disagreeing
612,1418,-24910.186707179993,-2356596.102480766,mixed_or_disagreeing
613,1420,-22910.186707179993,-2357596.102480766,mixed_or_disagreeing
615,1513,70089.81329282,-2359596.102480766,mixed_or_disagreeing
615,1514,71089.81329282,-2359596.102480766,mixed_or_disagreeing
616,1512,69089.81329282,-2360596.102480766,mixed_or_disagreeing
616,1513,70089.81329282,-2360596.102480766,mixed_or_disagreeing
616,1514,71089.81329282,-2360596.102480766,mixed_or_disagreeing
616,2063,620089.81329282,-2360596.102480766,mixed_or_disagreeing
617,1512,69089.81329282,-2361596.102480766,mixed_or_disagreeing
617,2061,618089.81329282,-2361596.102480766,mixed_or_disagreeing
618,2052,609089.81329282,-2362596.102480766,mixed_or_disagreeing
618,2061,618089.81329282,-2362596.102480766,mixed_or_disagreeing
618,2062,619089.81329282,-2362596.102480766,mixed_or_disagreeing
618,2063,620089.81329282,-2362596.102480766,water_agreement_all_years
619,2055,612089.81329282,-2363596.102480766,mixed_or_disagreeing
619,2065,622089.81329282,-2363596.102480766,mixed_or_disagreeing
621,2065,622089.81329282,-2365596.102480766,mixed_or_disagreeing
622,2059,616089.81329282,-2366596.102480766,water_agreement_all_years
626,1498,55089.81329282001,-2370596.102480766,mixed_or_disagreeing
626,1499,56089.81329282001,-2370596.102480766,mixed_or_disagreeing
627,1498,55089.81329282001,-2371596.102480766,mixed_or_disagreeing
628,1497,54089.81329282001,-2372596.102480766,mixed_or_disagreeing
628,1498,55089.81329282001,-2372596.102480766,mixed_or_disagreeing
628,1499,56089.81329282001,-2372596.102480766,mixed_or_disagreeing
629,1495,52089.81329282001,-2373596.102480766,water_agreement_all_years
629,1496,53089.81329282001,-2373596.102480766,water_agreement_all_years
629,1497,54089.81329282001,-2373596.102480766,mixed_or_disagreeing
629,1498,55089.81329282001,-2373596.102480766,mixed_or_disagreeing
629,1499,56089.81329282001,-2373596.102480766,mixed_or_disagreeing
629,1500,57089.81329282001,-2373596.102480766,mixed_or_disagreeing
629,1546,103089.81329282,-2373596.102480766,water_agreement_all_years
629,1547,104089.81329282,-2373596.102480766,water_agreement_all_years
629,1548,105089.81329282,-2373596.102480766,water_agreement_all_years
629,1549,106089.81329282,-2373596.102480766,water_agreement_all_years
630,1492,49089.81329282001,-2374596.102480766,mixed_or_disagreeing
630,1493,50089.81329282001,-2374596.102480766,water_agreement_all_years
630,1494,51089.81329282001,-2374596.102480766,water_agreement_all_years
630,1495,52089.81329282001,-2374596.102480766,water_agreement_all_years
630,1496,53089.81329282001,-2374596.102480766,water_agreement_all_years
630,1497,54089.81329282001,-2374596.102480766,mixed_or_disagreeing
630,1498,55089.81329282001,-2374596.102480766,mixed_or_disagreeing
630,1499,56089.81329282001,-2374596.102480766,mixed_or_disagreeing
630,1500,57089.81329282001,-2374596.102480766,mixed_or_disagreeing
630,1548,105089.81329282,-2374596.102480766,water_agreement_all_years
630,1549,106089.81329282,-2374596.102480766,water_agreement_all_years
631,1492,49089.81329282001,-2375596.102480766,mixed_or_disagreeing
631,1493,50089.81329282001,-2375596.102480766,mixed_or_disagreeing
631,1496,53089.81329282001,-2375596.102480766,mixed_or_disagreeing
631,1497,54089.81329282001,-2375596.102480766,water_agreement_all_years
631,1498,55089.81329282001,-2375596.102480766,mixed_or_disagreeing
631,1499,56089.81329282001,-2375596.102480766,mixed_or_disagreeing
631,1500,57089.81329282001,-2375596.102480766,mixed_or_disagreeing
631,1548,105089.81329282,-2375596.102480766,mixed_or_disagreeing
631,1549,106089.81329282,-2375596.102480766,mixed_or_disagreeing
631,1550,107089.81329282,-2375596.102480766,mixed_or_disagreeing
632,1497,54089.81329282001,-2376596.102480766,water_agreement_all_years
632,1498,55089.81329282001,-2376596.102480766,mixed_or_disagreeing
632,1499,56089.81329282001,-2376596.102480766,mixed_or_disagreeing
632,1500,57089.81329282001,-2376596.102480766,mixed_or_disagreeing
632,1501,58089.81329282001,-2376596.102480766,mixed_or_disagreeing
632,1543,100089.81329282,-2376596.102480766,water_agreement_all_years
632,1548,105089.81329282,-2376596.102480766,mixed_or_disagreeing
632,1549,106089.81329282,-2376596.102480766,mixed_or_disagreeing
632,1550,107089.81329282,-2376596.102480766,mixed_or_disagreeing
632,1551,108089.81329282,-2376596.102480766,water_agreement_all_years
632,1552,109089.81329282,-2376596.102480766,mixed_or_disagreeing
632,1553,110089.81329282,-2376596.102480766,mixed_or_disagreeing
633,1496,53089.81329282001,-2377596.102480766,water_agreement_all_years
633,1497,54089.81329282001,-2377596.102480766,mixed_or_disagreeing
633,1498,55089.81329282001,-2377596.102480766,mixed_or_disagreeing
633,1499,56089.81329282001,-2377596.102480766,water_agreement_all_years
633,1500,57089.81329282001,-2377596.102480766,water_agreement_all_years
633,1501,58089.81329282001,-2377596.102480766,mixed_or_disagreeing
633,1502,59089.81329282001,-2377596.102480766,water_agreement_all_years
633,1541,98089.81329282,-2377596.102480766,water_agreement_all_years
633,1542,99089.81329282,-2377596.102480766,water_agreement_all_years
633,1543,100089.81329282,-2377596.102480766,water_agreement_all_years
633,1548,105089.81329282,-2377596.102480766,mixed_or_disagreeing
633,1549,106089.81329282,-2377596.102480766,mixed_or_disagreeing
633,1550,107089.81329282,-2377596.102480766,mixed_or_disagreeing
633,1551,108089.81329282,-2377596.102480766,mixed_or_disagreeing
633,1552,109089.81329282,-2377596.102480766,mixed_or_disagreeing
633,1553,110089.81329282,-2377596.102480766,mixed_or_disagreeing
633,1554,111089.81329282,-2377596.102480766,land_agreement_all_years
633,1571,128089.81329282,-2377596.102480766,land_agreement_all_years
634,1495,52089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1496,53089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1497,54089.81329282001,-2378596.102480766,water_agreement_all_years
634,1498,55089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1499,56089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1500,57089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1501,58089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1502,59089.81329282001,-2378596.102480766,mixed_or_disagreeing
634,1541,98089.81329282,-2378596.102480766,water_agreement_all_years
634,1542,99089.81329282,-2378596.102480766,water_agreement_all_years
634,1547,104089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1548,105089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1549,106089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1550,107089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1551,108089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1552,109089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1553,110089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1554,111089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1555,112089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1556,113089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1557,114089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1566,123089.81329282,-2378596.102480766,land_agreement_all_years
634,1569,126089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1570,127089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1571,128089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1572,129089.81329282,-2378596.102480766,mixed_or_disagreeing
634,1573,130089.81329282,-2378596.102480766,land_agreement_all_years
635,1495,52089.81329282001,-2379596.102480766,water_agreement_all_years
635,1496,53089.81329282001,-2379596.102480766,water_agreement_all_years
635,1497,54089.81329282001,-2379596.102480766,mixed_or_disagreeing
635,1498,55089.81329282001,-2379596.102480766,mixed_or_disagreeing
635,1499,56089.81329282001,-2379596.102480766,mixed_or_disagreeing
635,1500,57089.81329282001,-2379596.102480766,mixed_or_disagreeing
635,1501,58089.81329282001,-2379596.102480766,mixed_or_disagreeing
635,1502,59089.81329282001,-2379596.102480766,mixed_or_disagreeing
635,1541,98089.81329282,-2379596.102480766,water_agreement_all_years
635,1542,99089.81329282,-2379596.102480766,water_agreement_all_years
635,1543,100089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1548,105089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1549,106089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1550,107089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1551,108089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1552,109089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1553,110089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1554,111089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1555,112089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1556,113089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1557,114089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1558,115089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1562,119089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1563,120089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1564,121089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1565,122089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1566,123089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1567,124089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1568,125089.81329282,-2379596.102480766,mixed_or_disagreeing
