from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,100.28427124747057,126198.8828125,OK
1,13,235.79393923933023,277893.65625,OK
1,17,243.1543289325611,391982.6875,OK
9,13,26.798989873219607,40549.9140625,OK
9,17,58.07106781186323,106109.84375,OK
13,17,99.25483399593293,164796.875,OK
17,24,31.41421356237216,62513.21484375,OK
18,24,9.41421356237589,26411.791015625,OK
18,28,156.38477631085397,329272.78125,OK
18,33,117.98275605729604,256900.0625,OK
24,28,21.00000000000093,40875.8828125,OK
24,33,39.698484809838924,84212.3515625,OK
24,38,103.48528137423736,205667.203125,OK
26,27,108.5685424949326,214570.125,OK
26,31,24.3137084989898,49351.21875,OK
26,32,117.98275605729711,246352.671875,OK
27,30,204.28427124747154,415132.125,OK
27,31,307.15432893255354,656575.0625,OK
27,32,442.480230740355,921694.125,OK
27,41,158.19595949289237,326035.15625,OK
28,33,21.414213562380546,46598.046875,OK
28,38,35.5563491860973,73480.734375,OK
30,36,30.99999999999907,61285.46875,OK
30,40,136.2670273047605,284536.5,OK
30,41,170.49242404917564,360442.53125,OK
31,32,64.72792206135018,124217.6953125,OK
33,38,41.82842712474805,84784.1484375,OK
36,40,63.8406204335631,141877.25,OK
36,41,145.4680374315396,299929.1875,OK
36,43,109.66904755831358,288789.5625,OK
38,40,25.556349186110513,54168.875,OK
38,42,29.698484809835655,70356.734375,OK
40,42,21.41421356237139,58891.66796875,OK
40,43,130.05382386916062,338416.21875,OK
40,45,136.89444430272695,350327.59375,OK
41,43,97.9827560572984,281985.40625,OK
41,45,154.55129855222208,446885.90625,OK
42,50,59.69848480983543,131344.828125,OK
43,45,25.556349186104864,80861.484375,OK
43,49,148.7279220613572,353968.3125,OK
45,49,111.79898987322316,272377.46875,OK
45,50,274.3208511739196,690533.6875,OK
45,53,261.38477631084555,704289.875,OK
49,53,125.14213562373648,355410.9375,OK
50,53,261.6639969244295,717329.3125,OK
