source,output,positive_p95,minimum_resistance,maximum_resistance,density_window
C:\cheetah\gdb\cheetah_working.gdb\roaddens_1km,C:\cheetah\gdb\cheetah_working.gdb\pressure_roads_1_10,0.4641113579273224,1,10,5 km
