period,grid_x,grid_y,x,y,source_records,source_count,resistance,inside_fixed_core,within_10km_priority_path
early_2010_2012,-84,-222,-839337.8718032591,-2215531.1850929433,12,2,1.5106431736946107,0,0
early_2010_2012,-90,-259,-890365.4331317157,-2584851.048790157,1,1,1.9574913377761842,0,0
early_2010_2012,-121,-227,-1208687.8296709638,-2264301.500198737,2,1,3.000623546242714,0,0
early_2010_2012,-119,-232,-1184869.681181552,-2318966.150557518,1,1,2.725446173667908,0,0
early_2010_2012,-79,-263,-787379.3585458237,-2624850.5750478655,2,1,2.7349842214584354,1,0
early_2010_2012,-110,-233,-1092508.4296547538,-2320469.9010813236,1,1,2.1345759344100954,0,0
early_2010_2012,-18,-209,-176160.2429818362,-2087469.8881645054,4,2,1.9984908838272095,0,0
early_2010_2012,-22,-210,-211384.65589692834,-2096825.246562481,1,1,1.806618330001831,0,0
early_2010_2012,-14,-214,-137432.9829031469,-2131870.7160660625,1,1,1.3328657617568969,1,0
early_2010_2012,-14,-216,-139029.6631324809,-2151691.22358039,1,1,1.2430226736068726,0,0
early_2010_2012,-34,-213,-335636.159585571,-2127079.152619645,2,1,1.735767125606537,0,0
early_2010_2012,-93,-297,-926435.7090912728,-2962016.6830849447,6,1,2.206022673606873,0,0
early_2010_2012,-93,-296,-926755.3878051131,-2957952.5443531275,1,1,2.0674625511169435,0,0
early_2010_2012,-77,-261,-766757.1718554635,-2606851.5006550862,204,1,1.6051315293312072,1,0
early_2010_2012,-98,-279,-974475.9985474737,-2786370.0133779496,115,1,2.575022673606873,0,0
early_2010_2012,-97,-279,-965388.3707658991,-2788506.5444431067,177,1,2.476022673606873,0,0
early_2010_2012,-96,-279,-956808.9005894888,-2788137.5006745597,99,1,2.503022673606873,0,0
early_2010_2012,-97,-280,-964493.5617665313,-2792898.5539869904,40,1,2.6290226736068725,0,0
early_2010_2012,-96,-280,-954900.2810316974,-2792654.6965308296,34,1,2.3320226736068728,0,0
early_2010_2012,-99,-278,-985714.6876009485,-2777598.964403204,69,1,2.4940226736068727,0,0
early_2010_2012,-102,-276,-1017355.8589276685,-2750504.769442767,1,1,2.8757806737422946,0,0
early_2010_2012,-97,-281,-965474.1504022535,-2804404.8545591435,3,1,2.593022673606873,0,0
early_2010_2012,-100,-276,-994156.5784069239,-2752654.8311555535,2,1,2.602022673606873,0,0
early_2010_2012,-97,-283,-966698.3820629546,-2829819.866292864,1,1,2.3050226736068726,0,0
early_2010_2012,-98,-281,-979395.1215895454,-2804101.1328273118,1,1,2.5120226736068725,0,0
early_2010_2012,-99,-279,-982215.6732983937,-2783630.1361379432,58,1,2.6110226736068727,0,0
early_2010_2012,-99,-280,-987464.9400406849,-2792393.6848394573,2,1,2.74694017469883,0,0
early_2010_2012,-99,-281,-986231.9397401073,-2803083.1792493463,1,1,2.5300226736068723,0,0
early_2010_2012,-98,-278,-975036.3675230347,-2775026.7421328365,5,1,2.620022673606873,0,0
early_2010_2012,-97,-278,-965944.778205021,-2774368.271594852,8,1,2.620022673606873,0,0
early_2010_2012,-96,-278,-953036.1208284035,-2778143.307572037,10,1,2.413022673606873,0,0
early_2010_2012,-96,-281,-958032.9793971162,-2801194.1859986484,3,1,2.404022673606873,0,0
early_2010_2012,-101,-278,-1002318.8288832968,-2774979.0154228806,1,1,2.5660226736068728,0,0
early_2010_2012,-102,-278,-1012380.6552802217,-2775669.375457138,1,1,2.6290226736068725,0,0
early_2010_2012,-98,-280,-973582.0891011991,-2794967.1618855298,2,1,2.593022673606873,0,0
early_2010_2012,-78,-261,-776309.2482476612,-2607094.176729155,90,1,2.2432253255844117,1,0
early_2010_2012,-78,-262,-775063.9950340847,-2612782.5376086533,56,1,1.6998067917823791,1,0
early_2010_2012,-77,-262,-766755.025587524,-2613056.040404703,14,1,1.5311639566421509,1,0
early_2010_2012,-76,-261,-757629.4421495314,-2607481.8853406184,21,1,1.9503149247169496,1,0
early_2010_2012,-78,-263,-776376.1426429884,-2622688.306921333,2,1,1.9852543535232543,1,0
early_2010_2012,-77,-260,-764077.4402658716,-2599037.88704367,2,1,2.644621397972107,1,0
early_2010_2012,-79,-262,-784628.2271356859,-2616615.9195669517,8,1,2.6044550065994265,1,0
early_2010_2012,-79,-261,-783767.1293322634,-2603947.93136091,6,1,2.133988250732422,1,0
early_2010_2012,-81,-263,-801929.1983671979,-2621680.3829001584,3,1,1.7254510874748232,1,0
early_2010_2012,-80,-263,-797483.4245608565,-2624787.5749387145,2,1,2.008965551376343,1,0
early_2010_2012,-75,-265,-749908.1979812433,-2648205.3956140876,1,1,1.735297824382782,1,0
early_2010_2012,-75,-266,-749195.452179339,-2656753.258910775,1,1,1.4700713849067688,1,0
early_2010_2012,-76,-267,-756073.4790982025,-2665336.6907674074,1,1,2.267908479690552,1,0
early_2010_2012,-76,-268,-752925.2147573569,-2676801.5568502843,1,1,1.99619917678833,1,0
early_2010_2012,-77,-269,-768163.4740502499,-2683713.9459436536,1,1,1.4829376335144044,1,0
early_2010_2012,-79,-271,-785961.9149523928,-2706122.8262329996,1,1,2.2940515470504765,1,0
early_2010_2012,-79,-272,-782608.0773081136,-2717010.9720718362,3,1,1.5494851598739625,1,0
early_2010_2012,-79,-274,-781283.4620026847,-2732061.3907436132,1,1,1.6701639652252196,0,0
early_2010_2012,-80,-276,-791060.2528458992,-2750705.0051656812,2,1,2.134525145530701,0,0
early_2010_2012,-78,-276,-773997.1859591724,-2759331.6845258772,1,1,2.145053640365601,0,0
early_2010_2012,-77,-278,-766312.8699206945,-2770152.0535818636,2,1,1.7852573285102844,0,0
early_2010_2012,-78,-278,-774050.867938266,-2773026.287929336,3,1,2.0810815248489383,0,0
early_2010_2012,-78,-277,-776509.4375438745,-2769955.4501196146,1,1,2.353075148582459,0,0
early_2010_2012,-79,-279,-788845.4837477985,-2783562.449206233,2,1,1.981600567817688,0,0
early_2010_2012,-80,-279,-791666.5807527596,-2784432.6251082397,12,1,1.9661475405693054,0,0
early_2010_2012,-81,-280,-803904.4139692071,-2796843.966823697,1,1,1.8736817955970764,0,0
early_2010_2012,-82,-281,-812095.6484272487,-2807826.164159596,1,1,2.010430277824402,0,0
early_2010_2012,-82,-282,-816747.7155051556,-2816507.1870815754,1,1,1.7929511523246766,0,0
early_2010_2012,-83,-283,-823716.6309167037,-2827776.424415529,1,1,2.0409032254219057,0,0
early_2010_2012,-84,-284,-838282.6832617029,-2832720.401516749,11,2,2.731734307289124,0,0
early_2010_2012,-85,-284,-845071.0878101108,-2835981.457314154,13,2,2.139743004798889,0,0
early_2010_2012,-85,-283,-848247.4059483855,-2829342.543711424,1,1,2.3033702917099,0,0
early_2010_2012,-86,-285,-855315.7388400323,-2844762.2214491325,7,2,2.0205927143096925,0,0
early_2010_2012,-87,-285,-866798.7465217146,-2845062.1287406534,18,2,2.0073032660484316,0,0
early_2010_2012,-89,-284,-882221.2684087543,-2835175.847976908,2,1,2.8020064086914065,0,0
early_2010_2012,-89,-283,-882230.7068910224,-2824725.340583895,7,2,2.2829917688369754,0,0
early_2010_2012,-88,-285,-873284.1549445641,-2845322.566782065,15,2,2.122148604869843,0,0
early_2010_2012,-88,-286,-873624.1989792364,-2857157.0120081306,1,1,2.1470215668678287,0,0
early_2010_2012,-88,-287,-871097.5712615566,-2862505.90518789,2,1,2.8781722898483277,0,0
early_2010_2012,-86,-290,-855695.4192419455,-2894751.370927602,2,1,2.5230774765014647,0,0
early_2010_2012,-84,-290,-836623.9854683144,-2891111.8571893573,1,1,2.4636586885452276,0,0
early_2010_2012,-83,-290,-823200.4006296364,-2891645.440481136,3,1,1.888816646575928,0,0
early_2010_2012,-82,-290,-813686.9898621169,-2891741.5541006923,1,1,1.821755133152008,0,0
early_2010_2012,-82,-289,-814896.0186887726,-2886770.840007931,1,1,1.6917135806083679,0,0
early_2010_2012,-92,-294,-915354.0636935394,-2936157.1478041257,27,1,2.6441941583156585,0,0
early_2010_2012,-93,-295,-924894.2934894254,-2942450.4017577767,6,1,2.0400721578598024,0,0
early_2010_2012,-92,-293,-914806.6811110596,-2927101.472488895,2,1,1.8819947991371155,0,0
early_2010_2012,-93,-293,-926569.0769577614,-2925184.1425526086,16,1,2.223755198478699,0,0
early_2010_2012,-94,-291,-934957.1394653635,-2905852.2001434686,5,1,2.1066278529167177,0,0
early_2010_2012,-93,-292,-926381.5636266725,-2918291.5337086557,5,1,2.1975400590896608,0,0
early_2010_2012,-92,-290,-911086.1630190855,-2891975.643840857,8,1,2.0418688194304706,0,0
early_2010_2012,-90,-290,-895708.878339314,-2892815.70118019,49,2,1.9657222580909728,0,0
early_2010_2012,-91,-290,-901852.9838146686,-2892617.603841308,26,2,1.8944005951881409,0,0
early_2010_2012,-91,-289,-903589.9110953731,-2886192.4225534317,78,2,2.245718242645264,0,0
early_2010_2012,-91,-291,-901761.6081638567,-2903785.744086772,4,1,1.7903404688835145,0,0
early_2010_2012,-90,-291,-897668.5165153557,-2902358.418612937,3,1,1.9957165603637694,0,0
early_2010_2012,-92,-295,-914225.5059578412,-2945633.246367611,4,1,2.1087704215049743,0,0
early_2010_2012,-91,-295,-909587.4151229996,-2948205.507735908,1,1,1.9499780917167662,0,0
early_2010_2012,-92,-296,-910859.5239585631,-2953967.237094015,4,1,2.1505232033729555,0,0
early_2010_2012,-92,-297,-912627.474093796,-2964246.9824845046,2,1,2.0373950018882754,0,0
early_2010_2012,-92,-298,-918431.7318882846,-2979490.0457847416,1,1,1.7740226736068727,0,0
early_2010_2012,-92,-299,-917201.7758204901,-2987062.6412368417,1,1,2.3279610543251037,0,0
early_2010_2012,-93,-300,-920800.6016482881,-2991668.710559875,1,1,1.945397939860821,0,0
early_2010_2012,-93,-298,-927362.6139460803,-2979478.717738569,1,1,2.314022673606873,0,0
early_2010_2012,-94,-297,-932691.5448466472,-2962752.53367486,5,1,2.125022673606873,0,0
early_2010_2012,-94,-296,-933619.9056847801,-2956681.7285986305,5,1,2.7247207434177403,0,0
early_2010_2012,-94,-295,-931348.9492560973,-2947571.2371430695,2,1,2.009108497798443,0,0
early_2010_2012,-93,-294,-925642.0249880108,-2931842.1132319984,13,1,1.9977854683995246,0,0
early_2010_2012,-94,-292,-935964.630423128,-2915485.2167617846,18,1,2.134022673606873,0,0
early_2010_2012,-95,-291,-944574.8521588926,-2903516.7359522977,3,1,2.314022673606873,0,0
early_2010_2012,-96,-290,-955057.4893705958,-2896358.4526575506,2,1,1.9090226736068725,0,0
early_2010_2012,-95,-289,-945834.1447324267,-2885948.881792754,13,1,1.9630226736068725,0,0
early_2010_2012,-95,-287,-943662.8552849818,-2867763.3957007923,3,1,3.440509081363678,0,0
early_2010_2012,-96,-287,-952666.4705976499,-2861987.2839396447,2,1,2.9574138393402105,0,0
early_2010_2012,-99,-289,-984159.7820443116,-2884330.7268480957,1,1,2.5390226736068726,0,0
early_2010_2012,-98,-289,-971025.5684572794,-2889575.1748161814,3,1,2.4400226736068724,0,0
early_2010_2012,-98,-290,-971704.7027100855,-2891518.7607749007,3,1,2.431022673606873,0,0
early_2010_2012,-97,-290,-962506.6439359693,-2896729.311519116,1,1,2.4220226736068726,0,0
early_2010_2012,-96,-291,-956978.3301247122,-2906220.667492678,3,1,2.2150226736068728,0,0
early_2010_2012,-97,-292,-964978.2750276768,-2916950.076350803,6,1,2.5840226736068725,0,0
early_2010_2012,-97,-293,-965616.6535779694,-2925322.943997465,4,1,2.5300226736068723,0,0
early_2010_2012,-96,-293,-954268.9844580974,-2924427.2354965806,3,1,2.3050226736068726,0,0
early_2010_2012,-96,-292,-957361.9181649601,-2910810.528571129,1,1,2.0350226736068726,0,0
early_2010_2012,-95,-290,-943683.3053234611,-2895159.720058137,5,1,1.7020226736068726,0,0
early_2010_2012,-94,-288,-938238.3970518021,-2877583.0352357775,2,1,2.4066980981826784,0,0
early_2010_2012,-93,-288,-925302.2940001028,-2875172.830995962,4,1,3.407725022792816,0,0
early_2010_2012,-95,-288,-944347.8025554379,-2876331.187586224,5,1,2.2272129726409915,0,0
early_2010_2012,-96,-289,-951997.0398245853,-2888781.1478401124,1,1,1.9630226736068725,0,0
early_2010_2012,-93,-289,-924931.949839225,-2886047.0535450205,4,1,2.289824308395386,0,0
early_2010_2012,-92,-289,-914142.4610053177,-2884257.675353564,13,2,2.169954390048981,0,0
early_2010_2012,-94,-294,-933816.4868314664,-2935152.2384607615,5,1,2.0001390857696535,0,0
early_2010_2012,-94,-293,-934007.3462326041,-2926085.032439833,6,1,2.3268107447624207,0,0
early_2010_2012,-91,-287,-902471.676603666,-2864655.996315161,3,2,3.010470372676849,0,0
early_2010_2012,-90,-287,-893862.0931460455,-2868128.2624562234,2,1,2.3441240177154543,0,0
early_2010_2012,-89,-288,-881882.0061985746,-2870796.5827127397,1,1,1.906709725856781,0,0
early_2010_2012,-88,-288,-874567.3132144414,-2877124.683795333,5,1,1.9207486462593077,0,0
early_2010_2012,-88,-289,-872853.4115705214,-2883078.3000087887,2,1,2.181067862510681,0,0
early_2010_2012,-87,-289,-869683.103305681,-2880704.721740981,3,1,2.2594828619956973,0,0
early_2010_2012,-90,-288,-896092.241713418,-2876878.266341654,25,2,1.98983194988966,0,0
early_2010_2012,-91,-288,-903951.8648620903,-2875222.2674481627,69,2,2.1857430391311645,0,0
early_2010_2012,-92,-287,-910088.2092505168,-2869654.7606601715,1,1,2.531214565396309,0,0
early_2010_2012,-92,-288,-910392.890873068,-2877124.293000862,2,1,2.7616178474426274,0,0
early_2010_2012,-90,-289,-895124.5938642891,-2885454.325642258,50,2,2.363369082450867,0,0
early_2010_2012,-89,-290,-885479.1950401337,-2893713.030749462,11,2,2.597179858207703,0,0
early_2010_2012,-83,-220,-822552.4299689685,-2196882.5236865617,17,1,1.6608361492156982,0,0
early_2010_2012,-88,-224,-876285.4683612505,-2232569.5574509297,19,2,1.4324037261009217,0,0
early_2010_2012,-84,-221,-831212.1722515471,-2207555.8980560303,4,2,2.5831864728927614,0,0
early_2010_2012,-83,-222,-829452.2465730645,-2211562.3834339976,14,1,1.9006407084465027,0,0
early_2010_2012,-86,-223,-852654.4491191271,-2221089.860187494,14,1,2.58913976764679,0,0
early_2010_2012,-85,-218,-848177.1402358224,-2171014.67113775,1,1,2.8903689565658572,0,0
early_2010_2012,-93,-225,-926531.3467569976,-2243351.9003316388,4,1,2.218037844657898,0,0
early_2010_2012,-84,-220,-831642.9514751603,-2195261.519190669,1,1,2.1152185726165773,0,0
early_2010_2012,-79,-255,-782751.5071057557,-2547369.959589094,3,2,2.191159525871277,1,0
early_2010_2012,-112,-240,-1111191.4673273938,-2393341.5823456347,2,1,2.667088772773743,0,0
early_2010_2012,-120,-230,-1194784.6404445646,-2293537.1742665074,3,1,2.7008565225601195,0,0
early_2010_2012,-126,-228,-1251713.1216075027,-2277571.4820102453,1,1,2.656022673606873,0,0
early_2010_2012,-122,-227,-1215510.930299965,-2268884.303290844,1,1,2.6791891679763795,0,0
early_2010_2012,-118,-236,-1177365.355989491,-2351490.337622285,1,1,2.705497217655182,0,0
early_2010_2012,-76,-321,-751595.5338863581,-3204891.8808070123,1,1,3.5809978072643283,0,0
early_2010_2012,-19,-210,-187184.80424800797,-2090378.00855877,3,1,2.144930359840393,0,0
early_2010_2012,-29,-212,-289754.34673040255,-2115352.5408254266,1,1,2.0265537595748904,0,0
early_2010_2012,-95,-278,-946423.0202173404,-2776735.4487899113,9,1,2.53084206533432,0,0
early_2010_2012,-95,-279,-943462.9251206177,-2782995.938583191,54,1,2.571906976699829,0,0
early_2010_2012,-97,-286,-960308.8144569842,-2850177.799511999,1,1,2.688666075706482,0,0
early_2010_2012,-95,-280,-948187.2398377818,-2792360.4344133884,2,1,2.638290898323059,0,0
early_2010_2012,-97,-277,-963776.5496286345,-2768056.7292861342,1,1,2.341022673606873,0,0
early_2010_2012,-100,-279,-993982.5967151418,-2784880.5237124786,4,1,2.6110226736068727,0,0
early_2010_2012,-100,-280,-995775.7064930635,-2792244.3349329233,1,1,2.7311759729385376,0,0
early_2010_2012,-101,-280,-1003362.2730956426,-2794967.6824247837,2,1,2.602022673606873,0,0
early_2010_2012,-101,-279,-1005316.9912547341,-2785770.1745964736,2,1,2.6290226736068725,0,0
early_2010_2012,-99,-277,-987929.3965119267,-2767480.706938088,1,1,2.548022673606873,0,0
early_2010_2012,-94,-289,-934734.4185124554,-2885190.9366241693,1,1,1.8730901665687563,0,0
early_2010_2012,-94,-290,-936792.1968342979,-2897811.557531923,3,1,2.116370828151703,0,0
early_2010_2012,-92,-278,-915720.3410816991,-2776860.696651814,25,1,2.2801430172920227,0,0
early_2010_2012,-92,-279,-913212.4952207855,-2786497.805796842,38,1,3.0955168151855474,0,0
early_2010_2012,-91,-279,-907558.1598482623,-2784384.522927152,16,1,4.122943713188172,0,0
early_2010_2012,-92,-280,-917698.8557910463,-2793181.5652352404,25,1,2.0710226736068726,0,0
early_2010_2012,-93,-280,-921152.0201339506,-2791332.6949326196,3,1,3.15421595621109,0,0
early_2010_2012,-92,-277,-916301.2125182267,-2766252.3017209,7,1,2.926662731170654,0,0
early_2010_2012,-92,-276,-915006.1663814543,-2755328.6233580597,8,1,2.8427239599227905,0,0
early_2010_2012,-91,-276,-907027.3628987483,-2754048.5875640404,11,1,3.1450645275115967,0,0
early_2010_2012,-92,-286,-915312.7357818485,-2857523.5240793526,4,1,2.2442293839454655,0,0
early_2010_2012,-93,-286,-920082.2060051219,-2852007.2411741316,1,1,3.041356133460999,0,0
early_2010_2012,-92,-285,-912512.7799805278,-2840793.7453599274,1,1,2.848885172843933,0,0
early_2010_2012,-92,-284,-911491.9590737097,-2837107.290384501,1,1,2.5447203989028933,0,0
early_2010_2012,-90,-284,-896632.8759395032,-2834210.3664391763,14,1,2.3852302713394167,0,0
early_2010_2012,-91,-284,-902760.1758438367,-2834769.543208907,9,1,3.214653490066529,0,0
early_2010_2012,-91,-283,-903023.4470319711,-2822849.8419166626,5,2,3.0666926746368413,0,0
early_2010_2012,-89,-282,-883718.6704518188,-2819751.527830541,1,1,1.8782162718772888,0,0
early_2010_2012,-88,-283,-875997.7938874662,-2825481.606317267,12,1,2.1622914752960205,0,0
early_2010_2012,-87,-282,-865192.0725328545,-2819201.357428064,3,1,1.7602343549728394,0,0
early_2010_2012,-88,-282,-870313.3658052142,-2817815.052304536,1,1,2.0564074597358704,0,0
early_2010_2012,-87,-283,-863881.6157451865,-2825560.1836831053,15,1,1.6441579818725585,0,0
early_2010_2012,-86,-283,-858916.8136190649,-2824305.5929229036,4,1,2.130164071559906,0,0
early_2010_2012,-87,-284,-865252.0475756887,-2834078.110110038,23,1,2.0318263750076295,0,0
early_2010_2012,-82,-240,-813951.9629477042,-2393626.320806399,84,1,2.3143343915939334,0,0
early_2010_2012,-82,-241,-817408.9026707408,-2402606.3043631464,8,1,1.6017875595092772,1,0
early_2010_2012,-83,-239,-820406.2319028121,-2380281.5489394963,1,1,1.5786099457740783,1,0
early_2010_2012,-82,-239,-811759.0458151598,-2386273.7808415513,82,1,1.8410032515525818,0,0
early_2010_2012,-83,-240,-823489.2713757146,-2396371.9860278545,10,1,1.5674931664466858,1,0
early_2010_2012,-81,-239,-807092.6097681009,-2386610.597431615,99,1,2.094096785545349,0,0
early_2010_2012,-81,-240,-808884.7702435037,-2394296.5400615954,24,1,1.7055374112129211,0,0
early_2010_2012,-84,-241,-831308.5116245209,-2404576.9766909927,4,1,1.3952317500114442,1,0
early_2010_2012,-83,-241,-825724.6557682302,-2405620.7788657164,7,1,1.5073497586250306,1,0
early_2010_2012,-93,-240,-925889.6905493252,-2395504.6032936275,1,1,1.643355474472046,1,0
early_2010_2012,-70,-254,-699661.342963612,-2539759.7289245725,1,1,2.067355208396912,1,0
early_2010_2012,-83,-221,-828112.6237404038,-2205838.7667244393,18,1,2.628141627311707,0,0
early_2010_2012,-82,-221,-818749.0762525517,-2200891.4270064533,8,1,2.8235531034469608,0,0
early_2010_2012,-85,-222,-845445.2608001118,-2215849.4209095538,7,1,1.9914235000610352,0,0
early_2010_2012,-85,-221,-849363.4340011141,-2209704.35100919,11,1,2.034790761947632,0,0
early_2010_2012,-89,-224,-889243.6121428312,-2232015.265322447,16,1,2.1099809665679934,0,0
early_2010_2012,-90,-224,-897045.7247490062,-2231977.4514072896,30,1,2.6675620613098148,0,0
early_2010_2012,-88,-222,-874361.5346358438,-2219931.828956425,4,1,nan,0,0
early_2010_2012,-87,-223,-867099.8376826752,-2226645.359847009,2,1,1.5605403141975402,0,0
early_2010_2012,-94,-225,-932858.9621230221,-2246963.4923448563,3,1,3.3862409200668337,0,0
early_2010_2012,-86,-217,-859006.060486398,-2160735.764827639,2,1,3.3481103076934815,0,0
early_2010_2012,-82,-220,-817075.2143789976,-2195111.1901810765,1,1,2.500060667037964,0,0
early_2010_2012,-89,-259,-881456.0670132955,-2589839.5651818514,1,1,1.7558468809127807,0,0
early_2010_2012,-96,-249,-951738.4132302647,-2488288.420630604,1,1,1.771477370262146,0,0
early_2010_2012,-121,-228,-1202827.2920239542,-2273300.790178001,1,1,2.7449801237136127,0,0
early_2010_2012,-125,-228,-1241272.098202678,-2276984.441677138,4,1,1.9090226736068725,0,0
early_2010_2012,-111,-214,-1100444.4639153802,-2130738.586872071,1,1,2.507459546089173,0,0
early_2010_2012,-110,-214,-1099417.252856862,-2131654.3305135667,1,1,2.2559428663253787,0,0
early_2010_2012,-70,-228,-697709.7416157854,-2277416.2555184066,1,1,1.524723204612732,0,0
early_2010_2012,-32,-213,-315391.9966280718,-2120183.806008965,1,1,2.240221440315247,0,0
early_2010_2012,-95,-292,-944824.9301963465,-2915802.44665353,2,1,2.386022673606873,0,0
early_2010_2012,-93,-291,-926403.8536572162,-2904104.1912267506,1,1,1.9669654288291933,0,0
early_2010_2012,-91,-275,-905308.731323226,-2747665.413168177,4,1,3.0040310537815094,0,0
early_2010_2012,-92,-275,-916781.3111471761,-2742388.501520753,6,1,2.202587386608124,0,0
early_2010_2012,-93,-275,-923017.7068486788,-2743928.062113352,4,1,2.849013854980469,0,0
early_2010_2012,-93,-274,-926629.4065449685,-2735787.1228028685,4,1,2.915659580230713,0,0
early_2010_2012,-94,-274,-935522.7259831855,-2734252.608683951,4,1,2.5605114231109622,0,0
early_2010_2012,-95,-274,-945202.2367904311,-2733960.1895738365,5,1,3.217639406204224,0,0
early_2010_2012,-96,-274,-951328.1721024057,-2734895.9797941507,5,1,2.319269709587097,0,0
early_2010_2012,-96,-275,-955526.9302783255,-2745620.797639042,2,1,2.557022673606873,0,0
early_2010_2012,-96,-276,-953477.0286028205,-2756585.714731157,6,1,2.206022673606873,0,0
early_2010_2012,-96,-277,-951705.4199272215,-2761183.5579050183,1,1,2.2780226736068725,0,0
early_2010_2012,-95,-277,-947091.9622870148,-2765805.0941679403,4,1,2.269022673606873,0,0
early_2010_2012,-94,-277,-935234.2660239013,-2766675.7987958966,5,1,2.293816053055227,0,0
early_2010_2012,-94,-278,-936831.9560306283,-2778829.5327176973,4,1,2.545006579399109,0,0
early_2010_2012,-94,-280,-935088.996626522,-2793503.755969534,15,1,2.6398178534507757,0,0
early_2010_2012,-94,-281,-935300.4517835067,-2800709.9880155027,1,1,2.2062339959144595,0,0
early_2010_2012,-93,-281,-927108.9065537234,-2809771.356245041,1,1,3.177746952056885,0,0
early_2010_2012,-93,-282,-924603.2087362076,-2815040.991292217,29,1,2.0906986370086673,0,0
early_2010_2012,-94,-282,-931701.1223077843,-2815418.1134905615,3,1,3.007454742074013,0,0
early_2010_2012,-94,-283,-935274.2306948036,-2820384.149791479,1,1,2.7329640760421756,0,0
early_2010_2012,-93,-283,-922942.6274346875,-2826960.120310617,28,1,2.0440226736068725,0,0
early_2010_2012,-92,-283,-917123.0305992406,-2825981.8925272226,5,1,2.6089209074974065,0,0
early_2010_2012,-93,-284,-920596.0015998647,-2830168.8460048735,1,1,2.2300650394558907,0,0
early_2010_2012,-91,-282,-902337.3069286769,-2812976.2954310915,30,1,1.9254007455706597,0,0
early_2010_2012,-90,-282,-896839.6682317879,-2811006.608197661,29,1,1.7650226736068724,0,0
early_2010_2012,-90,-281,-896736.3466244288,-2806864.77057332,130,1,1.7663067013770342,0,0
early_2010_2012,-89,-281,-889919.7829204326,-2805865.062231779,1,1,2.3570122590065004,0,0
early_2010_2012,-91,-281,-901896.1493316,-2806763.3786615035,31,1,1.7380226736068725,0,0
early_2010_2012,-94,-279,-935659.6037238411,-2785377.90955062,31,1,2.7648625731468206,0,0
early_2010_2012,-93,-279,-926620.5981403821,-2788706.662647178,3,1,2.687197090148926,0,0
early_2010_2012,-90,-278,-898470.9468112998,-2775055.5666623265,2,1,2.1828889746665956,0,0
early_2010_2012,-91,-278,-903396.6257624825,-2774813.9986207485,2,1,2.814153725385666,0,0
early_2010_2012,-93,-278,-922467.3155742174,-2771216.6715162396,1,1,2.8084850616455084,0,0
early_2010_2012,-93,-277,-923521.3372954227,-2766594.4664804637,5,1,2.6588618001937867,0,0
early_2010_2012,-93,-276,-920715.9137821093,-2755125.395760566,1,1,2.6780855464935307,0,0
early_2010_2012,-91,-280,-903758.2875259984,-2791762.5785840303,2,1,2.8585693678855897,0,0
early_2010_2012,-90,-280,-893695.2884259189,-2797185.413015686,8,1,2.1873123474121097,0,0
early_2010_2012,-89,-280,-881166.7186943155,-2793610.8885211647,2,1,2.4178608045578005,0,0
early_2010_2012,-88,-280,-875062.252337303,-2796046.7126642987,4,1,2.6871032333374023,0,0
early_2010_2012,-87,-280,-866088.8418926413,-2795019.9085205793,1,1,1.8537881660461426,0,0
early_2010_2012,-87,-279,-860644.7587726056,-2788344.535471678,1,1,2.8000162029266358,0,0
early_2010_2012,-86,-278,-857434.5551466706,-2779036.0215639174,1,1,2.003117036342621,0,0
early_2010_2012,-87,-278,-860877.7928177975,-2778196.640222192,1,1,2.1262399102151393,0,0
early_2010_2012,-78,-260,-776939.2113757993,-2597092.6432124972,7,1,1.4999409875869751,1,0
early_2010_2012,-79,-260,-783495.9705950947,-2594334.006820798,7,1,2.268673697471619,1,0
early_2010_2012,-80,-261,-793200.7055330151,-2603848.493330449,6,1,1.523068778514862,1,0
early_2010_2012,-80,-260,-797760.970940261,-2595261.4983481616,2,1,1.3836580910682679,1,0
early_2010_2012,-80,-259,-793719.2648912368,-2586830.4278828204,2,1,1.4894377021789549,1,0
early_2010_2012,-79,-259,-782712.2967100695,-2582604.295374632,1,1,1.9130242528915404,1,0
early_2010_2012,-78,-258,-779222.4852767135,-2572407.8092086613,4,1,1.824761595249176,1,0
early_2010_2012,-78,-257,-776290.6323288407,-2565155.540815193,8,1,1.5440378516428173,1,0
early_2010_2012,-79,-256,-780713.6837146861,-2556642.463311752,3,1,2.145506301879883,1,0
early_2010_2012,-79,-254,-787504.1736761805,-2537201.8581289947,4,1,1.5375501074790956,1,0
early_2010_2012,-80,-254,-791493.0946909955,-2533075.926935059,5,1,1.7322592563629151,1,0
early_2010_2012,-80,-253,-793068.4707748954,-2525221.0301294825,3,1,1.4669571547508238,1,0
early_2010_2012,-79,-252,-785031.0519216384,-2518259.3718212843,2,1,1.4364913067817688,1,0
early_2010_2012,-78,-251,-775538.1160430516,-2504779.316430986,3,1,1.5298534293174744,1,0
early_2010_2012,-77,-251,-763580.652921456,-2503057.8341421485,4,1,1.4576316933631897,1,0
early_2010_2012,-77,-250,-763559.5974196141,-2499745.2687353194,1,1,1.5128572840690613,1,0
early_2010_2012,-76,-250,-756391.4947961312,-2498519.809181581,3,1,1.497448715209961,1,0
early_2010_2012,-75,-250,-747272.0102491777,-2497480.77607885,2,1,1.570284312725067,1,0
early_2010_2012,-75,-251,-741584.2059139415,-2505277.553347955,3,1,1.5618911476135253,1,0
early_2010_2012,-75,-252,-741964.4158195733,-2513966.514692376,3,1,2.0132591485977174,1,0
