period,grid_x,grid_y,x,y,source_records,source_count,resistance,inside_fixed_core,within_10km_priority_path
late_2013_2016,-25,-246,-242894.17679117495,-2454248.179695884,3,1,1.8645018496513368,1,0
late_2013_2016,-26,-255,-253766.122276636,-2546122.145009741,2,1,2.547746759414673,1,0
late_2013_2016,-22,-260,-212612.21848303633,-2597099.8701350093,1,1,2.341263610839844,0,0
late_2013_2016,-20,-247,-196963.09228041553,-2462958.963890016,1,1,1.6570226736068727,1,0
late_2013_2016,-25,-250,-243887.6451581966,-2490621.6562788785,1,1,1.7098125901222228,1,0
late_2013_2016,-26,-249,-253110.8425044394,-2485364.7411780655,1,1,1.6143710503578186,1,0
late_2013_2016,-10,-263,-91764.99011383852,-2628714.6977424324,1,1,1.9810226736068726,1,0
late_2013_2016,-9,-269,-86083.18517611189,-2684621.6672226936,2,1,2.134022673606873,1,0
late_2013_2016,-8,-270,-75435.52118459818,-2696282.34723565,1,1,1.9360226736068724,1,1
late_2013_2016,-9,-271,-84338.56719331277,-2708691.8273279667,1,1,2.1610226736068725,1,0
late_2013_2016,-10,-271,-94009.41399086612,-2708106.363999784,1,1,2.1880226736068726,1,0
late_2013_2016,-10,-269,-90536.37568588178,-2680975.7628859878,1,1,2.8787215595245366,1,0
late_2013_2016,-17,-253,-165039.24105290885,-2521405.1976332515,2,1,1.7110226736068725,1,0
late_2013_2016,-18,-252,-179401.19594947455,-2517732.465979278,1,1,1.5670226736068724,1,0
late_2013_2016,-19,-252,-181143.59569880378,-2517159.259904206,1,1,1.7470226736068726,1,0
late_2013_2016,-18,-267,-179128.05761146193,-2660180.0618905723,1,1,1.8010226736068726,0,0
late_2013_2016,-6,-263,-58378.93277247716,-2621798.678334117,1,1,1.7740226736068727,1,0
late_2013_2016,-38,-235,-373764.84289525176,-2341899.609584868,1,1,1.453169994354248,0,0
late_2013_2016,-28,-254,-270883.42779911374,-2532975.330478519,1,1,2.3131840906143193,1,0
late_2013_2016,-34,-234,-332401.92304686457,-2336554.932122022,1,1,2.042683372497559,0,0
early_2010_2012,-31,-227,-303984.1566951511,-2265601.3812347054,1,1,1.151924418449402,0,0
