year,scenario,from_core,to_core,previously_primary_eligible,stored_path_km,stored_cost_raw,total_m,outside_m,old_missing_m,new_missing_m,partial_below95_m,comparable_m,above5pct_m,old_integral_comparable,new_integral_comparable,abs_delta_integral,signed_integral_change_percent_comparable,absolute_integral_change_percent_comparable,max_cell_change_percent_on_line,complete_candidate_coverage,pct_line_above5pct_change
2012,veg_balanced,18,24,unknown,9.41421356237589,23775.130859375,9414.21356237589,0.0,0.0,0.0,0.0,9414.21356237589,0.0,23775.131706209177,24005.99684579361,327.46986852957235,0.9710362173267706,1.3773630050766426,4.602620275683239,True,0.0
2012,veg_balanced,18,28,yes,155.14213562373357,252119.375,155142.13562372848,0.0,0.0,0.0,0.0,155142.13562372848,5621.320343551206,252119.3814312461,252805.3580467454,3844.777093793063,0.2720840466944985,1.5249827569648977,8.367272209920449,True,3.6233356727696377
2012,veg_balanced,18,33,yes,117.98275605729931,187789.921875,117982.75605725072,0.0,0.0,0.0,0.0,117982.75605725072,2621.3203435583564,187789.9165677123,189018.96519757778,2369.930877473392,0.6544806304455308,1.2620117846523748,8.367272209920449,True,2.221782598709908
2012,veg_balanced,24,28,yes,21.00000000000093,33970.3984375,21000.00000000093,0.0,0.0,0.0,0.0,21000.00000000093,2000.0000000000023,33970.3989729896,34111.82293194306,478.95630941167815,0.4163152722048036,1.4099225322390352,13.888525436496007,True,9.523809523809113
2012,veg_balanced,24,33,yes,39.69848480983784,62614.0859375,39698.48480981093,0.0,0.0,0.0,0.0,39698.48480981093,0.0,62614.08773268463,62873.21361515514,463.37743680675976,0.4138459759675417,0.7400530033832565,4.837010262719803,True,0.0
2012,veg_balanced,24,38,yes,105.1421356237292,174864.953125,105142.13562371464,0.0,0.0,0.0,0.0,105142.13562371464,7999.999999999992,174864.94999623878,175575.78377508873,2759.5726936726014,0.4065044360606507,1.5781165372088333,11.213026182336707,True,7.608747865490003
2012,veg_balanced,26,27,yes,109.69848480984002,223509.359375,109698.48480978294,0.0,0.0,0.0,0.0,109698.48480978294,8207.106781192464,223509.35964493867,225147.3332020718,4322.3458109125595,0.7328433850533944,1.933854500670097,14.859546403949658,True,7.481513345807445
2012,veg_balanced,26,31,yes,23.899494936615614,50034.046875,23899.494936603394,0.0,0.0,0.0,0.0,23899.494936603394,0.0,50034.04648566922,50108.25808846606,596.6170917311695,0.1483222085946867,1.192422227736573,3.3541400041776788,True,0.0
2012,veg_balanced,26,32,yes,118.15432893255138,273497.8125,118154.328932374,0.0,0.0,0.0,0.0,118154.328932374,15313.708498950298,273497.8164858836,275711.90477814886,6388.477643860461,0.8095451439845469,2.33584228420712,11.38609510883987,True,12.960768037297344
2012,veg_balanced,27,30,unknown,203.45584412272163,372966.46875,203455.84412271265,0.0,0.0,0.0,0.0,203455.84412271265,21828.427124756305,372966.46346858965,374566.67802599,7063.911220685714,0.42905052173281,1.8939802670168548,12.782894131351721,True,10.728827780238486
2012,veg_balanced,27,31,unknown,317.50966799187825,695424.4375,317509.66799174034,0.0,0.0,0.0,0.0,317509.66799174034,34863.96103067857,695424.4599375316,698987.753960821,14420.065352139402,0.5123912414023213,2.0735631521265048,15.261405752478069,True,10.980440769313995
2012,veg_balanced,27,32,unknown,445.79393923934475,977860.6875,445793.9392391821,0.0,0.0,0.0,2999.9999999999873,445793.9392391821,26863.961030693546,977860.6880711586,982976.8247674187,16271.052402504329,0.523196888746158,1.6639438113213414,15.261405752478069,True,6.026093821854364
2012,veg_balanced,27,41,yes,158.19595949289322,313532.125,158195.95949265634,0.0,0.0,0.0,0.0,158195.95949265634,15485.281374206885,313532.12738785316,317862.63453394454,6891.3403654308695,1.3812004473577666,2.1979694466544974,18.638732550521325,True,9.78867059807917
2012,veg_balanced,28,33,yes,21.00000000000745,36283.96875,21000.00000001117,0.0,0.0,0.0,0.0,21000.00000001117,0.0,36283.96998837476,36249.86422779003,414.3741283520582,-0.09399677211633373,1.1420308430549966,4.313527653945245,True,0.0
2012,veg_balanced,28,38,unknown,35.556349186098394,69777.640625,35556.34918607956,0.0,0.0,0.0,0.0,35556.34918607956,3707.1067811858015,69777.63770443268,70114.75850295831,926.5767599096592,0.4831358722025225,1.3278992960961153,14.79239899652795,True,10.426005104700533
2012,veg_balanced,30,36,yes,30.99999999999907,50553.203125,30999.999999999072,0.0,0.0,0.0,0.0,30999.999999999072,0.0,50553.202881811776,50748.97588443627,336.1532821655168,0.387261323643906,0.6649495244671417,4.059828172301057,True,0.0
2012,veg_balanced,30,40,yes,136.26702730475833,237652.265625,136267.02730466847,0.0,0.0,0.0,0.0,136267.02730466847,2414.2135623901995,237652.26970660032,238352.7208371102,2686.7934814836426,0.2947378248794541,1.1305566257796285,6.948694585577236,True,1.771678453799725
2012,veg_balanced,30,41,unknown,169.90663761154846,314232.15625,169906.63761102536,0.0,0.0,0.0,0.0,169906.63761102536,5242.640687112284,314232.14029878995,315642.43530258595,4077.564387661949,0.4488067332816481,1.2976280477817344,7.807919972308322,True,3.085600869292987
2012,veg_balanced,31,32,yes,64.31370849897642,128552.9921875,64313.70849894663,0.0,0.0,0.0,3207.1067811783782,64313.70849894663,2828.4271247312763,128552.99052091311,128734.15626622128,1952.2845827554056,0.140926900707683,1.5186613511241547,9.615955818105009,True,4.397860410704822
2012,veg_balanced,33,38,yes,41.00000000000186,66737.8046875,41000.00000000184,0.0,0.0,0.0,0.0,41000.00000000184,0.0,66737.80473089502,66859.90993274588,685.2414751548979,0.18296256873180372,1.0267665799286894,3.525959560269335,True,0.0
2012,veg_balanced,36,40,yes,63.84062043356747,118460.2265625,63840.62043349684,0.0,0.0,0.0,0.0,63840.62043349684,1000.000000000005,118460.22455588836,118954.01475217773,1608.9696182218956,0.416840503334015,1.3582361710472697,5.213181410744516,True,1.5664008169245645
2012,veg_balanced,36,41,yes,149.19595949289504,276710.90625,149195.9594927462,0.0,0.0,0.0,0.0,149195.9594927462,8656.854249482361,276710.9155178455,277726.78251239343,3982.54084307446,0.3671221255030055,1.4392424077747017,11.571699706700207,True,5.802338266341088
2012,veg_balanced,36,43,yes,111.74011537018268,264659.71875,111740.11537004418,0.0,0.0,0.0,0.0,111740.11537004418,4035.533905919033,264659.7278428389,265121.9460640835,2914.930117807348,0.17464622404472774,1.1013878619033044,7.691702702559818,True,3.6115354745739756
2012,veg_balanced,38,40,yes,25.556349186109426,49111.98046875,25556.349186094547,0.0,0.0,0.0,0.0,25556.349186094547,1414.2135623680108,49111.980132298195,49594.244868624046,1035.6674239388183,0.9819696437136649,2.1087877563660236,5.7284605947627645,True,5.533707307213887
2012,veg_balanced,38,42,unknown,29.698484809835655,53507.265625,29698.48480982892,0.0,0.0,0.0,0.0,29698.48480982892,1414.2135623727588,53507.26535717078,53868.783889696635,818.6510051463861,0.6756438216616978,1.5299810216084506,14.816700496528282,True,4.761904761904604
2012,veg_balanced,40,42,yes,21.41421356237139,55018.05859375,21414.213562371384,0.0,0.0,0.0,0.0,21414.213562371384,0.0,55018.05979078281,55187.77606864435,639.3666775464491,0.30847376026512663,1.1621032802279267,3.783506528772857,True,0.0
2012,veg_balanced,40,43,yes,133.3675323681467,295957.375,133367.53236802403,0.0,0.0,0.0,0.0,133367.53236802403,7449.747468325573,295957.3676816683,296808.38754690683,4685.8774681275745,0.2875481262402113,1.5832947511439228,8.842761161729989,True,5.585877864012811
2012,veg_balanced,40,45,unknown,136.89444430272667,299091.75,136894.44430254935,0.0,0.0,0.0,0.0,136894.44430254935,11313.708498955657,299091.74982871785,300338.8222110411,4243.030300791876,0.4169531199163634,1.4186383620483514,7.542072519129695,True,8.264549052079365
2012,veg_balanced,41,43,yes,93.88225099390965,276021.90625,93882.25099383344,0.0,0.0,0.0,0.0,93882.25099383344,6656.854249491223,276021.90361329226,277178.70190844935,4457.276519762237,0.41909655719851724,1.6148271066222692,11.98470760012689,True,7.090641925414071
2012,veg_balanced,41,45,yes,147.5218613006976,415009.625,147521.86130041792,0.0,0.0,0.0,0.0,147521.86130041792,8278.174593030179,415009.61285572674,417199.585648856,6344.612653601736,0.5276920643017879,1.5287869141015216,10.995546022837463,True,5.611490066663582
2012,veg_balanced,42,50,yes,51.41421356237216,95022.234375,51414.213562372184,0.0,0.0,0.0,0.0,51414.213562372184,0.0,95022.23451330305,94738.64591570653,737.4094412855299,-0.2984444630764971,0.7760388345553936,4.379023422983529,True,0.0
2012,veg_balanced,43,45,yes,25.5563491861035,73489.4453125,25556.349186070827,0.0,0.0,0.0,0.0,25556.349186070827,0.0,73489.44739068318,73698.74861622341,603.8822267193887,0.28480446237069135,0.8217264493894498,3.6169588620527464,True,0.0
2012,veg_balanced,43,49,yes,146.65685424948933,340498.90625,146656.8542494868,0.0,0.0,0.0,0.0,146656.8542494868,9000.0,340498.89132284856,342176.237514033,6023.943812713676,0.4926142886010121,1.7691522545963283,15.725810269871527,True,6.136774204013376
2012,veg_balanced,45,49,yes,111.79898987322453,254831.71875,111798.98987318721,0.0,0.0,0.0,0.0,111798.98987318721,3207.106781185193,254831.71286818592,255203.04200801268,3002.5775922214752,0.14571543535433218,1.1782590001953903,6.8003202493122705,True,2.868636635110023
2012,veg_balanced,45,50,yes,275.3208511739146,512173.25,275320.85117357585,0.0,0.0,0.0,0.0,275320.85117357585,3999.9999999999973,512173.23531459505,513063.09751053044,5302.1469685542,0.17374242435546083,1.0352253110800358,7.85446993545736,True,1.452850368197576
2012,veg_balanced,45,53,unknown,268.84062043356676,690801.8125,268840.62043354724,0.0,0.0,0.0,0.0,268840.62043354724,7207.106781185179,690801.7863340115,694234.3171318654,9371.179483875272,0.4968908398558014,1.3565656124902068,13.127514070394788,True,2.6808102025514597
2012,veg_balanced,49,53,yes,125.1421356237373,359500.125,125142.13562373022,0.0,0.0,0.0,0.0,125142.13562373022,3999.9999999999995,359500.11920287384,361272.96470933204,5339.975602870298,0.4931418410622834,1.4853891049356875,7.076954954497134,True,3.1963654608124608
2012,veg_balanced,50,53,yes,259.906637611552,640987.0625,259906.63761125758,0.0,0.0,0.0,0.0,259906.63761125758,10863.96103066246,640987.052520093,642924.6541907653,8922.185574626179,0.30228405754133547,1.3919447420268283,21.382222322456386,True,4.179947511348937
2012,veg_high,1,9,unknown,99.28427124746865,137451.109375,99284.27124746074,0.0,0.0,0.0,0.0,99284.27124746074,21727.92206132155,137451.1156896194,140549.8942929031,5300.566984257764,2.2544586762621277,3.8563288174590453,18.0824911481598,True,21.88455612185123
2012,veg_high,1,13,unknown,208.693434175954,329900.25,208693.434175428,0.0,0.0,0.0,0.0,208693.434175428,39077.1644661561,329900.2579409621,335251.763762077,11084.88121326205,1.6221587259481973,3.360070489925402,41.64177199139176,True,18.72467364416831
2012,veg_high,1,17,unknown,242.98275605729884,402859.1875,242982.75605727086,0.0,0.0,0.0,0.0,242982.75605727086,60213.203435558076,402859.1974561804,409824.3744676612,16030.939429718603,1.7289358305486946,3.979290911302158,26.285682835149483,True,24.78085458104108
2012,veg_high,9,13,yes,25.556349186105138,55222.8203125,25556.34918605513,0.0,0.0,0.0,0.0,25556.34918605513,4828.427124724318,55222.82119014061,56934.540898098334,1976.3578392646336,3.099660015673611,3.578878798060193,41.64177199139176,True,18.89325853850423
2012,veg_high,9,17,yes,56.242640687126574,114730.984375,56242.64068712859,0.0,0.0,0.0,0.0,56242.64068712859,5414.213562375752,114730.98455798811,115688.58009424664,2713.1548601467202,0.8346442244418606,2.364796981913303,13.284072663988274,True,9.626528015450779
2012,veg_high,13,17,unknown,98.4264068711911,198266.34375,98426.40687115195,0.0,0.0,0.0,0.0,98426.40687115195,11035.533905940089,198266.34172458618,200008.3965410183,4133.379372587002,0.8786437482424692,2.0847610021113527,19.626100360554343,True,11.211964610662346
2012,veg_high,17,24,yes,32.07106781186833,72904.75,32071.067811866014,0.0,0.0,0.0,0.0,32071.067811866014,10035.533905934208,72904.75147693402,75429.28321428248,3250.1192529489663,3.462780801258458,4.45803488401885,21.532195090828942,True,31.291549021081074
2012,veg_high,18,24,unknown,9.41421356237589,26389.7890625,9414.21356237589,0.0,0.0,0.0,0.0,9414.21356237589,1.9293296132306227e-09,26389.789461316996,26851.519740485863,654.9397370591454,1.7496550317147808,2.481792202318162,8.549304940986538,True,2.04937948395523e-11
2012,veg_high,18,28,yes,157.21320343560012,334400.78125,157213.2034355955,0.0,0.0,0.0,0.0,157213.2034355955,19828.42712473854,334400.78718533635,337176.2733621405,8146.105511104715,0.8299879315971648,2.4360306025804497,27.742812834515608,True,12.612443924190833
2012,veg_high,18,33,yes,117.98275605729933,246251.53125,117982.75605725074,0.0,0.0,0.0,0.0,117982.75605725074,6742.640687116131,246251.52844492457,248887.02815693215,4625.6648118255225,1.0702470472572223,1.8784309039771407,12.609485160687065,True,5.714937430215893
2012,veg_high,24,28,yes,21.00000000000093,46194.93359375,21000.00000000093,0.0,0.0,0.0,0.0,21000.00000000093,2000.0000000000023,46194.932425143306,46477.78034305024,957.9126188233561,0.6122920914870322,2.0736313888446705,22.092331353280453,True,9.523809523809113
2012,veg_high,24,33,yes,39.69848480983784,83968.5234375,39698.48480981093,0.0,0.0,0.0,0.0,39698.48480981093,1414.2135623721824,83968.5208670062,84486.77263194721,926.7548736135188,0.6171976826433001,1.1036932222271276,7.43720073363127,True,3.5623867488833714
2012,veg_high,24,38,yes,105.14213562373084,233369.09375,105142.13562371992,0.0,0.0,0.0,0.0,105142.13562371992,16207.1067811735,233369.09050840914,235557.44143496576,5294.6451975562995,0.9377209817243326,2.2687859759069138,17.13444915109183,True,15.414473640877045
2012,veg_high,26,27,yes,109.22539674442561,250897.4375,109225.39674428345,0.0,0.0,0.0,0.0,109225.39674428345,19520.815280159186,250897.43807532018,254674.73014519096,6427.600391732103,1.5055124113052099,2.5618437721163647,10.2728259505892,True,17.872047950405683
2012,veg_high,26,31,yes,23.485281374241865,57718.90625,23485.28137423543,0.0,0.0,0.0,0.0,23485.28137423543,1000.0000000045022,57718.906102568304,58119.266003322504,1121.275404065409,0.6936373673519514,1.9426483968231614,8.708192922445043,True,4.257986029929171
