scenario,year,from_core,to_core,path_length_km,cost_raw
veg_high,2024,30,36,30.99999999999907,75415.46875
veg_high,2024,30,40,144.58073580374324,322197.90625
veg_high,2024,30,41,170.4924240491759,366186.34375
veg_high,2024,31,32,64.31370849897642,130679.5859375
veg_high,2024,33,38,39.69848480983016,104929.46875
veg_high,2024,36,40,63.8406204335631,168343.71875
veg_high,2024,36,41,145.05382386916543,312008.625
veg_high,2024,36,43,114.22539674441427,307398.0
veg_high,2024,38,40,25.55634918611079,69335.21875
veg_high,2024,38,42,30.28427124746256,71843.0078125
veg_high,2024,40,42,21.828427124744216,61227.7734375
veg_high,2024,40,43,135.02438661763688,356279.875
veg_high,2024,40,45,143.33809511661852,377028.28125
veg_high,2024,41,43,94.46803743153819,264705.25
veg_high,2024,41,45,148.1076477383207,406351.25
veg_high,2024,42,50,54.31370849898328,152668.734375
veg_high,2024,43,45,25.5563491861035,69321.0
veg_high,2024,43,49,149.97056274847407,343076.40625
veg_high,2024,45,49,113.04163056034491,272551.28125
veg_high,2024,45,50,265.0193359837545,742664.0625
veg_high,2024,45,53,267.1837661840755,715276.3125
veg_high,2024,49,53,123.48528137423803,361458.78125
veg_high,2024,50,53,260.4924240491756,732973.8125
