scenario,year,from_core,to_core,path_length_km,cost_raw
veg_low,2016,9,17,56.24264068712548,86259.9609375
veg_low,2016,13,17,97.18376618407225,143429.359375
veg_low,2016,17,24,31.41421356237216,50675.796875
veg_low,2016,18,24,9.41421356237589,22982.919921875
veg_low,2016,18,28,152.65685424949368,218388.109375
veg_low,2016,18,33,117.98275605730039,161415.078125
veg_low,2016,24,28,21.00000000000093,27888.650390625
veg_low,2016,24,33,39.698484809838924,52062.98046875
veg_low,2016,24,38,104.72792206135956,142133.65625
veg_low,2016,26,27,110.52691193457966,196418.46875
veg_low,2016,26,31,24.31370849898871,43545.26953125
veg_low,2016,26,32,117.98275605729711,244987.78125
veg_low,2016,27,30,209.6690475583084,300283.9375
veg_low,2016,27,31,317.92388155423737,618127.0625
veg_low,2016,27,32,448.86500705119545,874830.0
veg_low,2016,27,41,159.0243866176413,267297.125
veg_low,2016,28,33,21.82842712475146,30840.27734375
veg_low,2016,28,38,38.04163056034169,59302.171875
veg_low,2016,30,36,30.99999999999907,43929.3203125
veg_low,2016,30,40,136.26702730475557,184407.34375
veg_low,2016,30,41,170.4924240491773,256289.6875
veg_low,2016,31,32,64.72792206135018,116319.5078125
veg_low,2016,33,38,39.69848480982989,56678.2734375
veg_low,2016,36,40,63.84062043356528,95277.4296875
veg_low,2016,36,41,148.78174593052023,223878.984375
veg_low,2016,36,43,113.3969696196696,233075.78125
veg_low,2016,38,40,25.556349186110793,36244.35546875
veg_low,2016,38,42,29.698484809835655,46434.98046875
veg_low,2016,40,42,21.82842712474449,45987.26953125
veg_low,2016,40,43,133.7817459305215,255302.921875
veg_low,2016,40,45,137.48023074035495,248776.984375
veg_low,2016,41,43,119.9533188057697,251898.71875
veg_low,2016,41,45,148.69343417595277,393410.46875
veg_low,2016,42,50,51.41421356237189,76702.4296875
veg_low,2016,43,45,33.38477631084897,67599.90625
veg_low,2016,43,49,152.45584412271074,303678.21875
veg_low,2016,45,49,111.79898987322562,229567.75
veg_low,2016,45,50,275.9066376115426,414124.09375
veg_low,2016,45,53,267.18376618407467,644221.25
veg_low,2016,49,53,125.55634918611095,349130.65625
veg_low,2016,50,53,263.80613254816285,600978.0625
veg_low,2020,1,9,99.87005768509856,127306.2734375
veg_low,2020,1,13,238.03657992644844,286029.5
veg_low,2020,1,17,237.59797974645167,338966.1875
veg_low,2020,9,13,26.798989873218513,45026.28125
veg_low,2020,9,17,57.6568542494904,84861.3515625
