source,output,positive_p95,minimum_resistance,maximum_resistance,flare_masked
C:\cheetah\gdb\cheetah_working.gdb\lights_2024_1km_flaremasked,C:\cheetah\gdb\cheetah_working.gdb\pressure_lights_1_10,9.596230506896973,1,10,yes
