from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.698484809842,133465.09375,OK
1,13,209.10764773832702,311715.03125,OK
1,17,243.3969696196724,366270.03125,OK
9,13,25.556349186102135,50743.9453125,OK
9,17,56.242640687126574,96538.2578125,OK
13,17,98.42640687118784,165013.015625,OK
17,24,32.07106781186861,59862.44140625,OK
18,24,9.41421356237589,23775.130859375,OK
18,28,155.14213562373357,252119.375,OK
18,33,117.98275605729931,187789.921875,OK
24,28,21.00000000000093,33970.3984375,OK
24,33,39.69848480983784,62614.0859375,OK
24,38,105.1421356237292,174864.953125,OK
26,27,109.69848480984002,223509.359375,OK
26,31,23.899494936615614,50034.046875,OK
26,32,118.15432893255138,273497.8125,OK
27,30,203.45584412272163,372966.46875,OK
27,31,317.50966799187825,695424.4375,OK
27,32,445.79393923934475,977860.6875,OK
27,41,158.19595949289322,313532.125,OK
28,33,21.00000000000745,36283.96875,OK
28,38,35.556349186098394,69777.640625,OK
30,36,30.99999999999907,50553.203125,OK
30,40,136.26702730475833,237652.265625,OK
30,41,169.90663761154846,314232.15625,OK
31,32,64.31370849897642,128552.9921875,OK
33,38,41.00000000000186,66737.8046875,OK
36,40,63.84062043356747,118460.2265625,OK
36,41,149.19595949289504,276710.90625,OK
36,43,111.74011537018268,264659.71875,OK
38,40,25.556349186109426,49111.98046875,OK
38,42,29.698484809835655,53507.265625,OK
40,42,21.41421356237139,55018.05859375,OK
40,43,133.3675323681467,295957.375,OK
40,45,136.89444430272667,299091.75,OK
41,43,93.88225099390965,276021.90625,OK
41,45,147.5218613006976,415009.625,OK
42,50,51.41421356237216,95022.234375,OK
43,45,25.5563491861035,73489.4453125,OK
43,49,146.65685424948933,340498.90625,OK
45,49,111.79898987322453,254831.71875,OK
45,50,275.3208511739146,512173.25,OK
45,53,268.84062043356676,690801.8125,OK
49,53,125.1421356237373,359500.125,OK
50,53,259.906637611552,640987.0625,OK
