from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,99.6984848098423,131160.875,OK
1,13,209.52186130069828,295158.34375,OK
1,17,238.0121933088256,345486.28125,OK
9,13,26.38477631084542,45838.234375,OK
9,17,56.24264068712548,86259.9609375,OK
13,17,97.18376618407225,143429.359375,OK
17,24,31.41421356237216,50675.796875,OK
18,24,9.41421356237589,22982.919921875,OK
18,28,152.65685424949368,218388.109375,OK
18,33,117.98275605730039,161415.078125,OK
24,28,21.00000000000093,27888.650390625,OK
24,33,39.698484809838924,52062.98046875,OK
24,38,104.72792206135956,142133.65625,OK
26,27,110.52691193457966,196418.46875,OK
26,31,24.31370849898871,43545.26953125,OK
26,32,117.98275605729711,244987.78125,OK
27,30,209.6690475583084,300283.9375,OK
27,31,317.92388155423737,618127.0625,OK
27,32,448.86500705119545,874830.0,OK
27,41,159.0243866176413,267297.125,OK
28,33,21.82842712475146,30840.27734375,OK
28,38,38.04163056034169,59302.171875,OK
30,36,30.99999999999907,43929.3203125,OK
30,40,136.26702730475557,184407.34375,OK
30,41,170.4924240491773,256289.6875,OK
31,32,64.72792206135018,116319.5078125,OK
33,38,39.69848480982989,56678.2734375,OK
36,40,63.84062043356528,95277.4296875,OK
36,41,148.78174593052023,223878.984375,OK
36,43,113.3969696196696,233075.78125,OK
38,40,25.556349186110793,36244.35546875,OK
38,42,29.698484809835655,46434.98046875,OK
40,42,21.82842712474449,45987.26953125,OK
40,43,133.7817459305215,255302.921875,OK
40,45,137.48023074035495,248776.984375,OK
41,43,119.9533188057697,251898.71875,OK
41,45,148.69343417595277,393410.46875,OK
42,50,51.41421356237189,76702.4296875,OK
43,45,33.38477631084897,67599.90625,OK
43,49,152.45584412271074,303678.21875,OK
45,49,111.79898987322562,229567.75,OK
45,50,275.9066376115426,414124.09375,OK
45,53,267.18376618407467,644221.25,OK
49,53,125.55634918611095,349130.65625,OK
50,53,263.80613254816285,600978.0625,OK
