flare_id,country,latitude,longitude,location,field_type
s_20673,Albania,40.73262623,19.87299906,ONSHORE,GAS
s_20545,Albania,40.7487408,19.65649433,ONSHORE,OIL
s_20546,Albania,40.73905835,19.65219368,ONSHORE,OIL
s_20563,Albania,40.73164608,19.65429468,ONSHORE,OIL
s_20683,Albania,39.96046859,20.11576959,ONSHORE,GAS
s_20183,Algeria,30.88917998,5.633422548,ONSHORE,OIL
s_20208,Algeria,30.87715938,5.643397004,ONSHORE,OIL
s_20258,Algeria,30.89713146,5.584866764,ONSHORE,OIL
s_20361,Algeria,31.74670677,9.139608357,ONSHORE,OIL
s_20378,Algeria,31.75721401,9.112117274,ONSHORE,OIL
s_20251,Algeria,31.14551762,8.137851749,ONSHORE,OIL
s_7812,Algeria,28.03740208,9.544677958,ONSHORE,OIL
s_7887,Algeria,28.19081282,9.804452309,ONSHORE,OIL
s_7903,Algeria,28.27077364,9.770347426,ONSHORE,OIL
s_7816,Algeria,28.13585009,9.811932108,ONSHORE,OIL
s_7855,Algeria,28.0788326,9.78787964,ONSHORE,OIL
s_7924,Algeria,28.05801183,9.817682168,ONSHORE,OIL
s_7985b,Algeria,28.2465096,9.291115734,ONSHORE,GAS
s_7804,Algeria,29.82363514,0.571058387,ONSHORE,GAS
s_8002,Algeria,29.82121055,0.594921139,ONSHORE,GAS
m_102,Algeria,28.57714075,7.655143353,ONSHORE,OIL
m_107,Algeria,28.63634652,7.536556406,ONSHORE,OIL
m_114a,Algeria,28.63901149,7.61212583,ONSHORE,OIL
m_114b,Algeria,28.63700837,7.616716518,ONSHORE,OIL
m_116,Algeria,28.47120603,7.513441358,ONSHORE,OIL
m_117,Algeria,28.41491285,7.543847916,ONSHORE,OIL
s_7802,Algeria,28.47784775,7.509881319,ONSHORE,OIL
s_7811,Algeria,28.61892567,7.708068674,ONSHORE,OIL
s_7828,Algeria,28.6136104,7.5009679,ONSHORE,OIL
s_7831,Algeria,28.45734427,7.517753309,ONSHORE,OIL
s_7840,Algeria,28.60689902,7.513779361,ONSHORE,OIL
s_7841,Algeria,28.55945964,7.516833734,ONSHORE,OIL
s_7846,Algeria,28.49108772,7.50476502,ONSHORE,OIL
s_7861,Algeria,28.65126915,7.6850603,ONSHORE,OIL
s_7871,Algeria,28.43212284,7.513924086,ONSHORE,OIL
s_7880,Algeria,28.56166193,7.462919431,ONSHORE,OIL
s_7907,Algeria,28.61778618,7.701792958,ONSHORE,OIL
s_7946,Algeria,28.55670116,7.484136812,ONSHORE,OIL
s_7977,Algeria,28.39614782,7.440181725,ONSHORE,OIL
s_7930,Algeria,28.59842963,9.134608509,ONSHORE,OIL
s_7937,Algeria,28.59993579,9.117561912,ONSHORE,OIL
s_7971,Algeria,28.56426819,9.232179154,ONSHORE,GAS
s_7988,Algeria,28.55677176,9.245130674,ONSHORE,GAS
s_7991,Algeria,28.54914062,9.213961302,ONSHORE,GAS
m_101,Algeria,27.92518087,9.250383646,ONSHORE,GAS
m_104,Algeria,27.7641131,9.193069078,ONSHORE,GAS
m_105,Algeria,27.70301777,9.174271172,ONSHORE,GAS
m_106,Algeria,27.75000316,9.152277219,ONSHORE,GAS
m_97a,Algeria,27.73588193,9.180261233,ONSHORE,GAS
m_97b,Algeria,27.72464844,9.180347096,ONSHORE,GAS
s_7798,Algeria,27.73124884,9.15758861,ONSHORE,GAS
s_7912,Algeria,27.68711801,9.17185186,ONSHORE,GAS
s_7970,Algeria,27.67587109,9.182226239,ONSHORE,GAS
s_7972,Algeria,27.73391699,9.200009814,ONSHORE,GAS
s_7981,Algeria,27.92184943,9.271263656,ONSHORE,GAS
s_7875,Algeria,28.72256064,7.521430113,ONSHORE,OIL
s_8043,Algeria,28.2129005,7.441589928,ONSHORE,GAS
s_7951,Algeria,28.50854226,2.520190067,ONSHORE,GAS
s_7958,Algeria,28.46829755,2.498899729,ONSHORE,GAS
s_7821,Algeria,28.75439035,9.25902434,ONSHORE,OIL
s_7877,Algeria,28.75225531,9.273527439,ONSHORE,OIL
s_7894,Algeria,28.77344031,9.254891121,ONSHORE,OIL
s_7899,Algeria,28.74929364,9.292480814,ONSHORE,OIL
s_7900,Algeria,28.73829607,9.27739253,ONSHORE,OIL
s_7922,Algeria,28.72651763,9.239605457,ONSHORE,OIL
s_7993,Algeria,28.78618365,9.278071047,ONSHORE,OIL
s_7895,Algeria,28.68919303,9.25835619,ONSHORE,OIL
s_7906,Algeria,28.65251661,9.269371589,ONSHORE,OIL
s_7940,Algeria,28.699837,9.257714522,ONSHORE,OIL
m_112,Algeria,28.9153017,9.746828949,ONSHORE,OIL
s_7808,Algeria,28.92299363,9.746690379,ONSHORE,OIL
s_20367,Algeria,30.98665366,8.421994702,ONSHORE,OIL
s_20417,Algeria,30.92984119,8.376067737,ONSHORE,OIL
s_20421,Algeria,31.02186878,8.507900801,ONSHORE,OIL
s_20422,Algeria,31.05050648,8.502608423,ONSHORE,OIL
s_20430,Algeria,31.02188737,8.455741738,ONSHORE,OIL
s_20314,Algeria,31.2291295,8.182696694,ONSHORE,OIL
s_20337,Algeria,31.08391233,8.363718547,ONSHORE,OIL
s_20180,Algeria,31.17873303,8.104872282,ONSHORE,OIL
s_20218,Algeria,31.11396904,8.592663598,ONSHORE,OIL
s_20291,Algeria,31.24925579,8.665308512,ONSHORE,OIL
s_20296,Algeria,31.08122166,8.559776173,ONSHORE,OIL
s_20324,Algeria,31.18857002,8.641972392,ONSHORE,OIL
m_111,Algeria,29.70062688,6.711567772,ONSHORE,GAS
s_7782,Algeria,29.6966158,6.705985837,ONSHORE,GAS
s_7784,Algeria,29.69208411,6.700511109,ONSHORE,GAS
s_7791,Algeria,29.68638368,6.698489709,ONSHORE,GAS
s_7830,Algeria,29.66988561,6.724925265,ONSHORE,GAS
s_7859,Algeria,29.70327079,6.766722329,ONSHORE,GAS
s_7886,Algeria,29.74526963,6.794670937,ONSHORE,GAS
s_20379,Algeria,31.21907477,8.161045159,ONSHORE,OIL
s_20389,Algeria,31.35966612,8.057019784,ONSHORE,OIL
m_300,Algeria,30.61176227,8.262369947,ONSHORE,OIL
s_7823,Algeria,29.94617086,6.855124293,ONSHORE,GAS
s_20118,Algeria,31.39320985,6.939184841,ONSHORE,OIL
s_20129,Algeria,31.39672671,6.933976945,ONSHORE,OIL
m_312,Algeria,32.13501512,6.469657655,ONSHORE,OIL
s_20267,Algeria,32.15726364,6.441999725,ONSHORE,OIL
s_8046,Algeria,29.55633227,6.887055161,ONSHORE,GAS
s_20115,Algeria,31.4467979,8.839003722,ONSHORE,OIL
s_20185,Algeria,31.45338169,8.842247715,ONSHORE,OIL
s_20262,Algeria,31.43547276,8.819487727,ONSHORE,OIL
s_7824,Algeria,26.9060267,0.089849786,ONSHORE,GAS
s_20434,Algeria,30.59850594,2.359749332,ONSHORE,GAS
s_7793,Algeria,28.06547492,2.135062123,ONSHORE,GAS
s_20293,Algeria,30.93841348,8.440602952,ONSHORE,OIL
s_20232,Algeria,30.65732356,8.099522762,ONSHORE,OIL
s_7909,Algeria,28.11653019,0.305586546,ONSHORE,OIL
s_7916,Algeria,28.11010805,0.342760671,ONSHORE,OIL
s_7874,Algeria,27.7825266,0.631513329,ONSHORE,OIL
s_20247,Algeria,32.4027572,4.006112474,ONSHORE,OIL
m_98,Algeria,28.71014541,9.03574758,ONSHORE,OIL
s_7933a,Algeria,28.71916156,9.03100722,ONSHORE,OIL
s_7944,Algeria,28.71497525,9.095107213,ONSHORE,OIL
m_110,Algeria,28.70379359,8.93885794,ONSHORE,GAS
s_7818a,Algeria,28.71569768,8.948547019,ONSHORE,GAS
s_7818b,Algeria,28.71219218,8.961481825,ONSHORE,GAS
s_7818c,Algeria,28.72126239,8.959754951,ONSHORE,GAS
s_7866,Algeria,28.77938893,8.891165048,ONSHORE,GAS
s_7896,Algeria,28.68225047,8.946290689,ONSHORE,GAS
s_7905,Algeria,28.74810277,8.965684332,ONSHORE,GAS
s_7917,Algeria,28.76346511,8.921745496,ONSHORE,GAS
s_7925a,Algeria,28.76785728,8.896080097,ONSHORE,GAS
s_7925b,Algeria,28.76035424,8.904957237,ONSHORE,GAS
s_7942,Algeria,28.69192144,9.001523839,ONSHORE,GAS
s_7955a,Algeria,28.68514591,8.969854589,ONSHORE,GAS
s_7957,Algeria,28.77717355,8.934135657,ONSHORE,GAS
s_7969,Algeria,28.78884557,8.883060424,ONSHORE,GAS
s_7978,Algeria,28.90527565,8.79562338,ONSHORE,GAS
s_7997,Algeria,28.79556234,8.904783696,ONSHORE,GAS
s_8007,Algeria,28.81962442,8.865088393,ONSHORE,GAS
s_8021,Algeria,28.66815042,9.018496931,ONSHORE,GAS
s_8022c,Algeria,28.76259871,8.98309393,ONSHORE,GAS
s_20229,Algeria,30.83579987,6.559705481,ONSHORE,GAS
s_20410,Algeria,30.8328701,6.583493364,ONSHORE,GAS
m_109,Algeria,27.92720806,9.106621906,ONSHORE,
m_308,Algeria,32.55519427,3.167891965,ONSHORE,
s_20130,Algeria,31.36437369,6.048036466,ONSHORE,
s_20131,Algeria,32.35632848,6.977030441,ONSHORE,
s_20202,Algeria,32.36035227,6.981140355,ONSHORE,
s_20246,Algeria,31.20335521,5.657130385,ONSHORE,
s_20249,Algeria,32.14618889,6.788177646,ONSHORE,
s_20256,Algeria,32.16047233,6.599463958,ONSHORE,
s_20257,Algeria,31.55012756,5.793857523,ONSHORE,
s_20270,Algeria,31.28938871,8.397445142,ONSHORE,
s_20271,Algeria,32.16435151,6.851971266,ONSHORE,
s_20278,Algeria,30.47250992,7.025228037,ONSHORE,
s_20299,Algeria,36.05486164,5.868406506,ONSHORE,
s_20300,Algeria,32.21064722,6.971229825,ONSHORE,
s_20334,Algeria,31.30969935,9.060903989,ONSHORE,
s_20341,Algeria,31.28936446,8.361158281,ONSHORE,
s_20353,Algeria,31.84318779,9.03149042,ONSHORE,
s_20365,Algeria,31.27689164,8.287887971,ONSHORE,
s_20373,Algeria,32.45096499,7.027873789,ONSHORE,
s_20384,Algeria,32.15467032,6.800057209,ONSHORE,
s_20385,Algeria,31.09341397,7.903104994,ONSHORE,
s_20387,Algeria,32.58540733,6.483660493,ONSHORE,
s_20397,Algeria,31.39902667,8.321535326,ONSHORE,
s_20399,Algeria,31.72107,9.006945289,ONSHORE,
s_20414,Algeria,31.35352544,8.032746255,ONSHORE,
s_20415,Algeria,32.37478891,4.661475571,ONSHORE,
s_20420,Algeria,32.55921496,7.04882388,ONSHORE,
s_20424,Algeria,32.1378161,6.849153456,ONSHORE,
s_20425,Algeria,31.98070449,7.142483802,ONSHORE,
s_7807,Algeria,29.74836242,6.595186448,ONSHORE,
s_7864,Algeria,28.66051302,7.912283062,ONSHORE,
s_7882,Algeria,26.8576153,2.514580844,ONSHORE,
s_7884,Algeria,26.84173405,2.505216633,ONSHORE,
s_7893,Algeria,28.73378112,7.701219927,ONSHORE,
s_7902,Algeria,28.79767554,9.213961856,ONSHORE,
s_7931,Algeria,28.39975664,9.545070429,ONSHORE,
s_7932,Algeria,25.77231375,2.873149063,ONSHORE,
s_7950,Algeria,28.43600258,9.532101497,ONSHORE,
s_7967,Algeria,28.4175819,9.536603937,ONSHORE,
s_7980,Algeria,28.12608341,9.356536553,ONSHORE,
s_7984,Algeria,26.00292954,2.986937335,ONSHORE,
s_7986,Algeria,26.01814418,2.992035091,ONSHORE,
s_7992,Algeria,27.74009217,9.346881232,ONSHORE,
s_7995,Algeria,25.6272341,0.960040756,ONSHORE,
s_7996,Algeria,27.78560959,8.626278207,ONSHORE,
s_8008,Algeria,29.79507764,0.63832351,ONSHORE,
s_8012,Algeria,27.76339813,8.944134385,ONSHORE,
s_8017,Algeria,28.31490132,9.171410757,ONSHORE,
s_8019,Algeria,25.78530639,1.510898398,ONSHORE,
s_8026b,Algeria,25.77291467,2.84093565,ONSHORE,
s_8032,Algeria,29.17740387,6.658043065,ONSHORE,
s_8035,Algeria,26.21164298,2.959815477,ONSHORE,
s_8036,Algeria,27.74253669,8.618618444,ONSHORE,
s_8041,Algeria,26.00940771,3.089641505,ONSHORE,
s_8044,Algeria,27.56441289,8.800638794,ONSHORE,
s_8049,Algeria,27.66746291,9.495371036,ONSHORE,
s_8050,Algeria,27.81280122,8.538808593,ONSHORE,
s_20316,Algeria,32.3745344,6.705555732,ONSHORE,OIL
s_20357,Algeria,32.38304622,6.713086256,ONSHORE,OIL
m_296,Algeria,30.3892231,7.906476937,ONSHORE,OIL
s_20166,Algeria,30.22198398,7.802074662,ONSHORE,GAS
s_20072,Algeria,31.1911536,6.791852588,ONSHORE,OIL
s_20135,Algeria,31.18798503,6.787147096,ONSHORE,OIL
s_7850,Algeria,29.10917019,9.666769167,ONSHORE,OIL
s_20147,Algeria,30.18109766,7.689331771,ONSHORE,OIL
s_20393,Algeria,30.20337252,7.61803821,ONSHORE,OIL
s_20448,Algeria,30.1737163,7.636996505,ONSHORE,OIL
s_7888,Algeria,28.12877346,9.373816861,ONSHORE,OIL
s_7926,Algeria,28.11058636,9.378505206,ONSHORE,OIL
s_7953,Algeria,28.13040105,9.392031971,ONSHORE,OIL
s_7836,Algeria,29.0865377,2.214943729,ONSHORE,GAS
s_7851,Algeria,27.18181978,2.511316851,ONSHORE,GAS
s_8009,Algeria,28.67453608,9.381616747,ONSHORE,OIL
s_8020,Algeria,28.05975757,9.534390284,ONSHORE,OIL
s_7868,Algeria,28.14254205,9.492041494,ONSHORE,GAS
s_7873,Algeria,28.17773539,9.405788736,ONSHORE,GAS
s_7904,Algeria,28.12846593,9.496180444,ONSHORE,GAS
s_7908,Algeria,28.18147815,9.39318593,ONSHORE,GAS
s_7921,Algeria,28.1981882,9.397008976,ONSHORE,GAS
s_7929,Algeria,28.13752819,9.511053567,ONSHORE,GAS
s_7960,Algeria,28.54633772,9.395770287,ONSHORE,GAS
s_7973,Algeria,28.49305436,9.379766514,ONSHORE,GAS
s_7975,Algeria,28.54517795,9.380536616,ONSHORE,GAS
s_8001,Algeria,28.51054885,9.381175135,ONSHORE,GAS
s_8045,Algeria,28.41939549,9.350591094,ONSHORE,OIL
s_8013,Algeria,28.83914828,8.83098238,ONSHORE,GAS
s_7910,Algeria,27.93146887,8.374685372,ONSHORE,OIL
s_20100,Algeria,31.00955162,8.171045229,ONSHORE,OIL
s_20145,Algeria,31.01479374,8.164302682,ONSHORE,OIL
s_20288,Algeria,31.04096564,8.290078638,ONSHORE,OIL
s_20108,Algeria,30.79705489,0.737298029,ONSHORE,GAS
s_20111,Algeria,31.35917529,6.051712742,ONSHORE,OIL
s_20187,Algeria,31.3301631,6.036834426,ONSHORE,OIL
s_20227,Algeria,31.33723475,6.058523112,ONSHORE,OIL
s_20436,Algeria,31.35288628,6.090026058,ONSHORE,OIL
s_7717,Algeria,28.14771062,-0.13512466,ONSHORE,OIL
s_7718,Algeria,28.15610237,-0.135322126,ONSHORE,OIL
s_7719,Algeria,28.21240253,-0.158227766,ONSHORE,OIL
s_19895b,Algeria,35.79188243,-0.217231133,ONSHORE,GAS
s_19895a,Algeria,35.80361243,-0.213903135,ONSHORE,GAS
s_19900,Algeria,35.79868669,-0.18072237,ONSHORE,GAS
s_19907,Algeria,35.80248679,-0.203919659,ONSHORE,GAS
m_299,Algeria,32.83723158,3.240208972,ONSHORE,GAS
m_301,Algeria,33.06777634,3.332410238,ONSHORE,GAS
m_317,Algeria,33.12657824,3.31903446,ONSHORE,GAS
s_20009,Algeria,33.13592122,3.366778813,ONSHORE,GAS
s_20015,Algeria,33.06496938,3.327788101,ONSHORE,GAS
s_20018,Algeria,32.84076907,3.237156626,ONSHORE,GAS
s_20039,Algeria,32.93222137,3.235156202,ONSHORE,GAS
s_20042,Algeria,32.93729719,3.235889253,ONSHORE,GAS
s_20091,Algeria,33.02369362,3.211393882,ONSHORE,GAS
s_20101,Algeria,33.01708371,3.224723566,ONSHORE,GAS
s_20113,Algeria,32.92984122,3.242955798,ONSHORE,GAS
s_20141,Algeria,32.74618744,3.182526132,ONSHORE,GAS
s_20151,Algeria,32.90604253,3.373042372,ONSHORE,GAS
s_20175,Algeria,32.64706642,3.026318019,ONSHORE,GAS
s_20194,Algeria,32.74190067,3.177941998,ONSHORE,GAS
s_20196,Algeria,32.94824117,3.228812592,ONSHORE,GAS
s_20402,Algeria,32.79803032,3.410535832,ONSHORE,GAS
s_20435,Algeria,33.03146695,3.525984893,ONSHORE,GAS
s_7803,Algeria,27.55927958,2.486003334,ONSHORE,GAS
m_303,Algeria,31.80542992,5.995360233,ONSHORE,OIL
m_309,Algeria,31.68568682,6.188201692,ONSHORE,OIL
m_311,Algeria,31.64756603,5.992145606,ONSHORE,OIL
m_313,Algeria,31.63186926,6.134014712,ONSHORE,OIL
m_315,Algeria,31.63210393,5.982216716,ONSHORE,OIL
s_20036,Algeria,31.6935422,5.808442855,ONSHORE,OIL
s_20064,Algeria,31.76118841,6.023504011,ONSHORE,OIL
s_20077,Algeria,31.69874393,5.809568337,ONSHORE,OIL
s_20081,Algeria,31.90142792,6.065502034,ONSHORE,OIL
s_20093,Algeria,31.68718411,5.808552053,ONSHORE,OIL
s_20110,Algeria,31.58608513,5.95464831,ONSHORE,OIL
s_20116,Algeria,31.59112768,5.957672277,ONSHORE,OIL
s_20124,Algeria,31.63326914,6.06303682,ONSHORE,OIL
s_20125,Algeria,31.75955411,6.032287099,ONSHORE,OIL
s_20134,Algeria,31.67825191,6.029664413,ONSHORE,OIL
s_20136,Algeria,31.62740437,6.060499073,ONSHORE,OIL
s_20138,Algeria,31.89424486,5.91937876,ONSHORE,OIL
s_20144,Algeria,31.88281507,5.970000874,ONSHORE,OIL
s_20158,Algeria,31.83395736,5.969547858,ONSHORE,OIL
s_20165,Algeria,31.67662745,6.1991036,ONSHORE,OIL
s_20171,Algeria,31.69652291,5.964092924,ONSHORE,OIL
s_20190,Algeria,31.78629353,6.065390501,ONSHORE,OIL
s_20192,Algeria,31.83627811,6.174603045,ONSHORE,OIL
s_20199a,Algeria,31.84917942,6.050149944,ONSHORE,OIL
s_20199b,Algeria,31.84650095,6.045235153,ONSHORE,OIL
s_20230,Algeria,31.76662401,5.945589667,ONSHORE,OIL
s_20233,Algeria,31.70633904,5.96119347,ONSHORE,OIL
s_20245a,Algeria,31.66701979,5.968257206,ONSHORE,OIL
s_20245b,Algeria,31.6617205,5.972672219,ONSHORE,OIL
s_20248,Algeria,31.75589549,6.142213671,ONSHORE,OIL
s_20254,Algeria,31.79921776,6.05810934,ONSHORE,OIL
s_20255,Algeria,31.85230206,6.041363635,ONSHORE,OIL
s_20259,Algeria,31.68937184,5.926747983,ONSHORE,OIL
s_20284,Algeria,31.90583232,6.072300601,ONSHORE,OIL
s_20285,Algeria,31.81571311,6.223961329,ONSHORE,OIL
s_20301,Algeria,31.86486188,6.168377665,ONSHORE,OIL
s_20302a,Algeria,31.66785743,5.985170618,ONSHORE,OIL
s_20302b,Algeria,31.67335213,5.981815304,ONSHORE,OIL
s_20303,Algeria,31.81439245,6.161533632,ONSHORE,OIL
s_20305,Algeria,31.71499468,5.927208772,ONSHORE,OIL
s_20311,Algeria,31.76840725,5.965479172,ONSHORE,OIL
s_20323c,Algeria,31.70283801,5.917087697,ONSHORE,OIL
s_20328,Algeria,31.76030688,5.985111648,ONSHORE,OIL
s_20331,Algeria,31.67955694,5.785914737,ONSHORE,OIL
s_20346,Algeria,31.64322673,5.878400879,ONSHORE,OIL
s_20347,Algeria,31.72283274,5.936485253,ONSHORE,OIL
s_20351a,Algeria,31.58962949,6.027976207,ONSHORE,OIL
s_20354,Algeria,31.61995466,6.090727367,ONSHORE,OIL
s_20362,Algeria,31.8238062,6.185981074,ONSHORE,OIL
s_20381,Algeria,31.80514497,6.018459794,ONSHORE,OIL
s_20388,Algeria,31.76871324,6.042525413,ONSHORE,OIL
s_20391,Algeria,31.67639782,6.239165863,ONSHORE,OIL
s_20392,Algeria,31.65429901,5.785695266,ONSHORE,OIL
s_20398a,Algeria,31.62635684,5.941164227,ONSHORE,OIL
s_20398b,Algeria,31.61951924,5.953742493,ONSHORE,OIL
s_20423b,Algeria,31.75577402,5.90336514,ONSHORE,OIL
s_20426,Algeria,31.73531573,6.184009949,ONSHORE,OIL
s_20429,Algeria,31.66988236,5.896486744,ONSHORE,OIL
s_20431,Algeria,31.77294966,6.181643808,ONSHORE,OIL
s_7881,Algeria,27.79928824,0.462455691,ONSHORE,OIL
s_7848,Algeria,27.76354685,0.310261111,ONSHORE,OIL
s_20253,Algeria,31.49547465,5.845809266,ONSHORE,OIL
s_20241,Algeria,31.4645614,5.938332546,ONSHORE,OIL
s_20290,Algeria,31.40563376,5.975372112,ONSHORE,OIL
s_20418,Algeria,30.63669899,7.002916747,ONSHORE,OIL
s_20268,Algeria,30.91173215,1.899432191,ONSHORE,GAS
s_20071,Algeria,35.21234204,1.378503623,ONSHORE,OIL
s_20069,Algeria,33.87635815,2.665407978,ONSHORE,OIL
s_20070,Algeria,33.87318712,2.659670277,ONSHORE,OIL
m_297,Algeria,31.84788215,5.055272468,ONSHORE,OIL
s_20294,Algeria,31.7797563,5.104293459,ONSHORE,OIL
s_20304,Algeria,31.94166259,4.999936347,ONSHORE,GAS
m_115,Algeria,29.26733363,6.491332726,ONSHORE,GAS
s_7790,Algeria,29.25870273,6.493822985,ONSHORE,GAS
s_8006,Algeria,29.22508545,6.45915704,ONSHORE,GAS
s_7989,Algeria,28.85933363,9.040861175,ONSHORE,OIL
s_8005,Algeria,28.87650143,9.03063168,ONSHORE,OIL
m_99,Algeria,28.73446462,9.152821947,ONSHORE,OIL
s_7919,Algeria,28.76555176,9.115749061,ONSHORE,OIL
s_7935,Algeria,28.75472389,9.122616069,ONSHORE,OIL
s_7938,Algeria,28.73829966,9.14247686,ONSHORE,OIL
s_7948,Algeria,28.71515625,9.159798816,ONSHORE,OIL
s_20286,Algeria,32.07274416,5.353211402,ONSHORE,OIL
m_305,Algeria,31.96090556,5.216055423,ONSHORE,OIL
s_20252,Algeria,34.62644217,7.309404001,ONSHORE,OIL
s_20269,Algeria,34.57061329,7.241989388,ONSHORE,OIL
s_7943,Algeria,27.32892283,2.049966428,ONSHORE,GAS
s_7949,Algeria,27.33705706,2.036386134,ONSHORE,GAS
s_8000,Algeria,27.32873404,2.07065604,ONSHORE,GAS
s_8018,Algeria,27.41447678,2.066157271,ONSHORE,GAS
s_8027,Algeria,27.3855056,2.074004795,ONSHORE,GAS
m_298,Algeria,30.47528779,6.473900746,ONSHORE,OIL
s_20146,Algeria,30.40838072,6.542830089,ONSHORE,OIL
s_20152,Algeria,30.39959443,6.54252513,ONSHORE,OIL
s_20403,Algeria,31.83468549,5.723937391,ONSHORE,OIL
m_100,Algeria,28.15393641,8.967734047,ONSHORE,OIL
s_7962,Algeria,28.13628345,8.981818245,ONSHORE,OIL
m_302,Algeria,30.25156964,8.084445751,ONSHORE,OIL
s_20035,Algeria,30.25648335,8.085629254,ONSHORE,OIL
s_20150,Algeria,30.97036818,5.754940423,ONSHORE,OIL
s_20163,Algeria,30.97734564,5.762297468,ONSHORE,OIL
s_20239,Algeria,31.64896038,9.171477677,ONSHORE,OIL
s_20396,Algeria,31.64540605,9.193459203,ONSHORE,OIL
s_20154,Algeria,30.7844865,5.50932338,ONSHORE,OIL
s_20168,Algeria,30.76116618,5.45326105,ONSHORE,OIL
s_7860,Algeria,27.41010551,8.838315862,ONSHORE,OIL
s_7920,Algeria,27.42762568,8.829300723,ONSHORE,OIL
s_7954,Algeria,27.41466859,8.817437782,ONSHORE,OIL
s_7966,Algeria,27.42533311,8.846559093,ONSHORE,OIL
m_118a,Algeria,27.7257846,9.878909823,ONSHORE,OIL
m_118b,Algeria,27.72041013,9.879427925,ONSHORE,OIL
s_7800,Algeria,27.71079747,9.884614091,ONSHORE,OIL
s_7813,Algeria,27.67149704,9.873893585,ONSHORE,OIL
s_7815,Algeria,27.64888396,9.883941455,ONSHORE,OIL
s_7820,Algeria,27.66754374,9.880619614,ONSHORE,OIL
s_7825,Algeria,27.69233379,9.885867825,ONSHORE,OIL
s_7832,Algeria,27.74292265,9.918830922,ONSHORE,OIL
s_7839,Algeria,27.7436949,9.887340908,ONSHORE,OIL
s_7847,Algeria,27.61703504,9.872153026,ONSHORE,OIL
s_7854,Algeria,27.75990452,9.891533963,ONSHORE,OIL
s_7870,Algeria,27.64002834,9.867431508,ONSHORE,OIL
s_7879,Algeria,27.71677218,9.914724983,ONSHORE,OIL
s_7928,Algeria,27.74787325,9.914447423,ONSHORE,OIL
s_7947b,Algeria,27.63381829,9.891924279,ONSHORE,OIL
s_20348,Algeria,32.15710831,5.144565679,ONSHORE,OIL
s_7817,Algeria,27.52739177,9.624039182,ONSHORE,OIL
s_7865,Algeria,27.8299879,9.898364013,ONSHORE,OIL
s_7911,Algeria,27.92598809,9.88930932,ONSHORE,OIL
s_7913,Algeria,27.52817285,9.616843042,ONSHORE,OIL
s_7918,Algeria,27.456897,9.606080589,ONSHORE,OIL
s_7936,Algeria,27.44687337,9.615614046,ONSHORE,OIL
s_7998,Algeria,27.54569004,9.605746814,ONSHORE,OIL
s_7927,Algeria,28.91472476,9.136357081,ONSHORE,GAS
s_8014,Algeria,28.92662321,9.155305334,ONSHORE,GAS
s_8025,Algeria,29.02978652,9.128301794,ONSHORE,GAS
s_7720,Algeria,28.20033334,-0.517104744,ONSHORE,OIL
s_7974,Algeria,26.53549751,2.726704539,ONSHORE,GAS
s_8023,Algeria,26.59321723,2.766172508,ONSHORE,GAS
s_20329,Algeria,31.10654257,8.65744533,ONSHORE,OIL
s_20376,Algeria,31.23463557,8.499024611,ONSHORE,OIL
m_304,Algeria,31.23201325,8.56337173,ONSHORE,OIL
s_20209,Algeria,31.78389177,8.586780578,ONSHORE,OIL
m_307,Algeria,30.82650898,8.029517403,ONSHORE,OIL
s_20224,Algeria,32.18935505,6.386803341,ONSHORE,OIL
s_20159,Algeria,32.52677693,6.692644915,ONSHORE,OIL
s_20272,Algeria,32.51348508,6.709714723,ONSHORE,OIL
s_20356,Algeria,32.57850976,6.702598933,ONSHORE,OIL
s_20370,Algeria,32.50919691,6.733710863,ONSHORE,OIL
s_20382a,Algeria,32.59755586,6.646624234,ONSHORE,OIL
s_20382b,Algeria,32.58964428,6.633499038,ONSHORE,OIL
s_20382c,Algeria,32.58952479,6.644751448,ONSHORE,OIL
s_8048,Algeria,26.29440173,1.784176933,ONSHORE,GAS
m_306,Algeria,31.75089375,5.227181976,ONSHORE,OIL
s_20394,Algeria,31.74007999,5.149597319,ONSHORE,OIL
s_20174,Algeria,31.05574102,8.034781518,ONSHORE,OIL
s_20234,Algeria,31.06092399,8.014827738,ONSHORE,OIL
s_20368,Algeria,31.05262979,8.055846679,ONSHORE,OIL
s_20411a,Algeria,31.09681699,8.021896211,ONSHORE,OIL
s_20266,Algeria,31.00031816,8.018607911,ONSHORE,OIL
s_8029,Algeria,27.24527254,8.807383827,ONSHORE,OIL
s_7878,Algeria,27.14767337,8.806210037,ONSHORE,OIL
s_7853,Algeria,28.68464693,7.194374009,ONSHORE,OIL
s_7889,Algeria,28.60125186,7.259001821,ONSHORE,OIL
s_7990,Algeria,28.67943924,7.216827524,ONSHORE,OIL
s_20153,Algeria,32.22890464,4.737574056,ONSHORE,GAS
s_20155,Algeria,32.17406359,4.744581413,ONSHORE,GAS
s_20419,Algeria,32.09757674,4.996672798,ONSHORE,GAS
s_7945,Algeria,28.53216424,7.290869704,ONSHORE,GAS
s_7923,Algeria,28.30167886,9.4915382,ONSHORE,GAS
s_7976,Algeria,28.37127482,9.525203261,ONSHORE,GAS
s_7941,Algeria,28.4459566,9.556675149,ONSHORE,GAS
s_7979,Algeria,28.43020056,9.559511582,ONSHORE,GAS
